JobCode,deptcount,srhrs,midhrs,jrhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
D6184,6,90.75,53.5,216,1,11,27,118,14,8,1
C5800,3,38,0,323,2,107,200,142,8,0,1
10805074,5,50.5,43.5,268,5,619,445,635,15,4,0
C6700,6,81,99.5,182.5,1,78,81,215,16,7,1
C6627,8,159.25,164.75,40.5,3,28,39,163,18,0,0
B6026,6,63,96.5,206,1,74,98,235,16,6,1
B6336,6,36,89,241,1,17,33,137,22,5,1
D5062,8,9,105.25,253.75,2,89,87,142,15,0,1
C6883,6,128,146.25,94.5,1,109,115,204,14,10,1
B6773,5,182,64,124,1,71,74,111,14,4,0
B6335,4,163,98.75,108.5,1,55,46,73,13,0,0
P5034,5,20.5,127,223,1,9,39,19,8,0,1
D6191,8,172.5,115.5,88.5,2,125,130,339,23,9,0
A6629,4,52,9,316.5,3,77,158,107,9,0,1
B6266,3,69.5,164.5,144.5,1,31,31,169,21,0,0
A6052,4,155,44.5,179.5,2,116,269,198,10,6,0
D5177,7,93,45,241,1,80,48,82,14,0,1
10805115,6,290.25,23.75,65,3,558,557,952,17,14,0
C5812,2,34,1.5,344,2,29,90,90,3,0,0
B6091,4,153.5,74,152,3,94,101,259,15,7,1
A6121,6,5,340.5,34,1,74,155,215,11,8,0
B6870,6,48,42,292.25,1,74,63,79,11,6,1
S5431,4,116,200.5,66,1,141,211,306,11,0,1
C6088,8,81.25,230.5,71.5,1,40,48,140,14,0,1
A6550,2,0,303.5,80,2,1,31,24,5,4,0
K7466,6,97,131.5,155.5,2,64,113,142,10,0,0
C6550,2,276,88.75,20,3,82,119,162,7,4,1
A6805,9,120,134.5,130.5,1,87,53,221,23,0,0
C6026,6,58.5,296,31,1,41,44,99,13,6,0
B6763,6,129.25,138.5,119,2,25,45,200,23,5,1
C6270,8,97,134.5,157,3,52,105,279,24,5,1
B6430,7,315.25,0,74,2,40,37,91,13,5,1
D5111,13,152.5,232.25,5,3,168,138,538,41,0,1
C6287,8,53.5,156.5,180,2,23,41,140,18,4,0
A6975,5,39,86,266.5,2,38,40,144,20,4,0
D6182,6,120.25,153,119,2,52,37,116,17,8,0
C5892,5,25,260.5,107,2,84,85,138,14,0,0
B6748,7,82.5,217,94,1,28,53,129,14,0,1
B6758,8,260,102,32,3,26,26,78,19,0,1
C6514,6,22,84,288,1,60,65,71,13,0,0
B6378,4,169.25,55.5,172,1,36,45,164,15,0,1
B6922,9,111,123.25,162.5,2,62,39,152,24,4,0
C6512,3,62,0,335,2,35,127,47,6,6,1
B6300,7,53.25,236.75,107,3,249,169,418,24,8,1
B6600,4,0,175,224,1,31,57,41,9,0,1
B6403,5,154,220.75,27,2,203,225,209,16,0,1
10804124,1,157.5,110.5,135,1,51,133,369,10,12,0
B6604,10,47,24,332.5,1,18,112,199,18,8,0
B6716,5,297.25,88.5,18,1,96,94,207,16,8,1
C6977,3,125,146,133,2,15,52,34,6,5,1
C6455,5,121.75,170,113,1,23,31,88,11,0,0
J6706,6,69.25,260.5,76.25,2,34,69,115,14,6,1
M8127,4,13,304,89.5,4,362,362,613,18,5,1
M5159,2,27.5,322.5,57.25,2,111,153,435,20,6,1
10805242,7,11.5,290.75,105,1,49,211,227,14,5,1
D6317,4,25.5,336.5,46.5,2,40,45,151,15,5,0
B6771,9,81,171,157,1,24,39,136,21,8,1
K7502,8,36,287.25,86,4,28,53,159,16,6,1
C6684,7,296.5,65,49,2,85,89,124,14,12,1
K7554,9,33.5,335.5,41.75,4,111,90,266,22,6,1
10804818,6,164,99,148,1,114,171,171,13,8,0
D5099,10,176.75,185.5,49,1,108,105,302,16,0,1
B6301,7,11,245.25,155.75,3,221,168,551,29,0,0
B6948,3,109,254,49,2,23,70,18,6,0,1
A6943,4,0,149,264,2,125,283,321,11,4,1
10657675,7,83.75,213.5,116.5,2,59,82,279,15,6,0
C6855,7,54.5,121.5,238,1,40,44,113,15,5,1
C5524,8,160.5,143,110.5,2,260,259,628,20,0,1
B6586,5,312,88,14.75,2,10,29,81,13,7,0
B6825,7,69,242.5,104,1,121,70,88,15,5,1
J6654,4,171,206.25,38.5,2,69,184,127,15,6,0
D6281,8,348.25,69.5,4,2,106,60,121,15,10,1
G8123,5,154.5,267.5,0,2,55,88,66,8,12,1
B6738,5,47.5,42.5,333,1,25,67,172,13,4,0
A6919,5,228,157.5,37.5,2,53,79,170,13,5,0
10803562,8,190.75,211.75,21.75,1,257,167,448,18,0,0
M7146,4,7.25,4.5,413,2,63,214,188,8,5,0
C5717,7,81.75,286,57,2,162,197,131,15,0,0
A6946,4,79,1,346.5,2,65,140,121,10,4,0
C6062,3,428,0,0,1,19,121,14,3,0,0
A6998,8,118.25,129.5,180.25,2,19,29,122,24,0,0
A6371,6,108,117.5,203.75,2,21,39,175,16,9,1
A6434,8,198.75,62.5,169.25,1,40,44,178,15,6,0
F9693H,5,181,234,16,2,7,18,13,8,15,0
C6040,7,233.5,124.25,74.25,2,250,142,318,18,9,1
D5051,5,403.5,29,1.5,2,81,159,194,10,0,1
C6789,8,65,227.75,141.75,2,150,81,233,19,7,0
D6359,6,91,129.5,216,1,72,110,105,11,4,0
C6095,4,0,0,437,3,6,63,83,11,5,1
D5211,5,184,69.5,185.25,3,50,53,255,21,0,0
A6900,2,99,329.5,10.5,2,19,32,46,8,4,1
D5187,6,68,267.5,103.5,2,114,151,225,17,0,1
B6525,5,115.5,248.5,75.5,1,130,217,388,14,8,0
C5911,7,71,369.25,0,2,285,305,385,13,0,1
A6683,6,135.75,276.25,29.5,2,60,151,261,17,5,1
A6935,5,189,214,39.75,2,104,95,346,16,5,0
C6255,6,77,15,351,1,8,47,25,8,7,0
10646148,7,206.25,131.5,105.5,2,46,56,208,17,7,0
C6379,6,207,62.25,175.5,1,122,133,121,12,4,1
D5170,4,105.5,87.75,251.5,2,10,44,121,12,7,0
A6989,6,152.75,171,121.75,3,105,81,366,27,0,1
D6326,6,161,264.5,20,1,39,39,73,13,7,0
C6394,5,295.25,151,0.5,2,25,77,145,10,0,1
C6200,5,101,250.5,96,2,91,128,78,9,4,0
M5158,1,17.5,310.25,121,2,188,255,509,14,0,1
B6160,4,167,282,0,1,1,21,43,11,0,1
F9712H,7,9.5,93.25,346.5,2,56,99,192,14,0,1
D5022,6,116,217.5,116,2,78,69,125,15,0,1
C6025,4,139.5,279.5,32,1,18,106,61,7,4,0
A6600,6,181.5,232,38,4,47,83,168,14,7,1
C6462,6,214,135,102.5,1,32,38,117,14,10,1
10676573,10,101.75,269.5,80.5,1,35,42,203,20,7,0
K7477,2,351,100.75,0,1,45,214,51,5,4,1
A6524,5,107.25,240.75,105,2,185,167,185,13,5,1
B6568,4,201.5,204.75,47.5,4,97,65,253,20,0,1
A6461,7,49,390,15,1,41,92,151,17,0,0
A6356,8,271.25,183.25,0,3,40,102,146,11,4,0
D6046,3,8,266,181,1,57,72,17,4,5,0
C6904,4,31.5,255,170,2,33,74,178,13,6,1
A6857,5,226,68,164,1,28,20,101,17,5,1
B6837,6,159.75,193.25,105.25,1,83,112,188,15,6,1
H9128,7,128,55.5,275,1,137,286,155,13,6,1
C5640,7,60.5,272.5,126.5,3,80,172,86,11,0,1
F9691,4,381,41.5,38,2,29,169,34,7,13,0
B6073,9,345.25,0,119.25,3,84,137,139,18,8,1
S5505,4,24.75,253.5,186.5,1,112,122,215,13,6,1
C6358,3,176,143,148,2,34,90,54,8,5,1
M5182,5,60.5,125,281.5,1,329,365,592,18,6,1
10803584,2,141,320.75,7.5,3,14,78,119,5,4,1
C6029,7,65,287.5,117,3,131,93,279,24,0,1
B6879,8,268,161.5,40,2,36,51,93,14,13,0
K7485,4,109,300.5,61.25,2,15,67,79,8,6,0
A6176,7,35,272.5,164,2,37,67,148,14,0,1
L5013,8,68,201.5,203,1,68,98,282,20,7,1
10645347,7,142,324.5,8,3,188,381,400,12,6,1
B6361,7,82,227,166,3,110,208,310,14,5,1
C6089,7,317,28,130.5,2,57,45,218,22,9,0
C6461,7,383,54.5,38.5,1,35,54,131,19,12,1
C6193,5,174.5,285.5,16,2,33,70,62,12,0,1
A6326,6,105.5,187.75,183,1,53,123,186,12,7,0
A6071,6,0,235.5,241,2,103,113,181,19,5,1
A6268,6,5,157,314.5,2,38,100,154,12,8,1
C6944,5,235.5,235,7,1,136,191,488,18,17,0
A6865,8,141.75,269.25,67,3,79,45,383,29,11,0
C6565,4,43,343,92.5,2,320,193,329,19,5,0
A6388,7,212.5,244.5,21.5,1,90,149,197,13,5,1
J6698,6,108,124.75,246.75,4,164,176,451,23,9,0
B6201,4,47.5,425.25,7.5,2,72,114,187,7,4,1
D5171,3,184.5,7.75,288.25,4,17,66,92,6,5,1
F9724H,5,266,77,138,3,5,25,10,8,7,1
D6037,7,98.5,186.5,196.5,1,78,92,147,15,10,1
A6508,7,148,181.25,153,1,63,90,178,15,7,1
B6231,5,2.5,480.25,0,2,17,165,142,10,6,0
C6511,2,233.25,248.25,5,4,92,130,189,8,6,1
D5097,7,118,54,315.75,1,119,55,114,18,0,1
A6739,7,89.25,224.5,174.25,2,123,152,340,16,0,1
D5181,4,74.5,42.25,371.5,2,185,205,429,15,0,0
C6419,4,206,167.75,115.5,2,38,53,156,12,0,1
A6832,6,135,231.75,123,1,62,78,117,15,0,1
C6352,7,110.75,283.5,95.5,1,258,204,277,19,5,1
L8001,14,142.25,253.75,94.25,2,211,151,376,20,0,1
D5112,7,102.5,53,335.75,2,126,137,304,20,0,0
B6189,8,322,60.5,109.75,2,65,88,192,15,0,0
B6851,6,152,242.75,100,4,113,55,264,21,4,1
B6892,5,437.75,45,12,2,64,83,189,15,12,1
M9507H,3,149.5,333.5,12,3,121,101,248,18,5,0
B6204,7,168.75,135,193.25,1,154,226,412,17,6,1
D5092,5,19,260.5,220.75,1,87,83,131,13,0,1
M5096,4,48,228.5,225,2,172,179,410,22,0,0
10803525,5,12.5,78.25,411.5,2,67,116,282,15,0,0
C6615,5,221,56.5,226,1,111,142,186,14,0,0
C6226,7,168.25,182,154,1,35,40,100,15,5,1
M9141,2,18,332.25,156.5,1,65,57,207,19,13,1
B6486,4,7,339,161,1,40,81,58,12,4,1
10804829,7,41.75,410.25,56,2,112,117,247,18,11,1
D5060,5,35.5,233.5,241,2,61,102,226,12,0,1
B6442,5,341.5,43,125.5,2,246,191,512,25,10,1
A6251,8,50,427.5,32.75,1,29,158,199,13,11,0
10803762,5,358,108.5,45,2,108,90,214,16,5,0
C5525,8,87.75,204.25,219.5,2,348,310,852,23,0,1
10803529,4,6,342.75,163.5,1,34,65,70,8,6,1
C5963,4,28.5,288.5,196,2,130,150,380,16,0,1
10645980,9,180.75,192.5,141,1,50,42,188,22,5,0
B6558,4,101.75,308.75,104,1,30,124,120,11,6,0
C6267,5,94,241.5,181,2,45,75,145,11,4,1
B6777,5,18.25,85.5,413.75,2,44,91,147,12,4,1
B6277,7,341.5,102.25,74,2,76,64,269,21,8,1
K7491,8,51.5,97.75,369,1,49,82,215,18,7,0
J6627,6,213,282,23.5,1,70,73,138,14,12,1
10805170,8,51,335.5,132.75,2,22,125,217,21,4,0
A6409,4,9,512,0,2,12,117,110,9,6,1
B6745,8,117.5,290.75,114.5,1,70,74,183,17,0,1
B6485,5,210,314.25,0,2,40,42,143,12,4,1
C6718,7,201.75,254.25,70.5,3,162,135,956,37,7,1
10803572,7,62,449.25,15.5,1,144,57,290,21,0,0
B6325,6,138.5,188.5,200,3,140,136,150,14,8,1
A6308,8,52.5,199.25,275.5,1,102,169,450,18,0,1
C6321,7,105.5,230.75,191.5,1,37,55,174,16,7,1
A6396,4,40,28,460,3,163,180,152,14,0,1
10804454,6,24,147.5,360,1,82,165,158,17,0,1
10644227,8,187,298,48,2,19,40,164,22,6,1
10804951,2,275,258.5,0,2,14,44,70,5,4,1
B6561,5,90.25,251,193,1,169,184,152,10,0,1
D5095,4,278.5,100,156,1,43,52,24,8,0,1
A6360,8,224.25,104,206.75,2,86,119,329,15,0,0
10803615,6,70.5,312,152.5,1,66,77,184,15,6,0
J6626,8,69.25,418,49,4,105,138,253,17,6,1
B6245,5,89,448.5,0,2,23,46,68,9,0,1
S7031,5,196,318.5,23.5,2,101,207,208,9,5,0
B6398,9,30.25,214.75,294,2,137,105,416,25,5,0
A6400,8,196,217.25,126.75,2,33,46,185,19,10,1
D5166,6,151.25,110.25,279.25,2,110,95,327,21,0,1
A6186,5,338,80,123.5,1,3,35,23,8,0,1
B6212,7,132,381.5,29.25,2,54,49,201,20,0,1
10804543,9,80.5,459.5,3,2,64,80,87,17,0,1
C5712,7,41,321.5,181,2,188,228,411,19,0,1
A6120,6,191.5,282.25,70,4,40,47,189,19,4,0
C6145,5,251,162,131.75,1,40,51,45,12,6,1
C5602,6,233,230.25,82,3,124,172,350,18,0,1
D5169,6,164,357.25,24.5,2,50,44,110,12,0,1
10804074,8,226,220.75,100.5,1,153,84,413,28,0,1
C6881,5,164.25,240.75,145,3,69,98,181,12,7,0
A6981,5,226.5,309.25,14.5,2,23,29,99,13,0,0
C6222,7,15,351,186,1,22,63,108,16,11,0
A6269,5,17,276.25,261.75,2,16,48,186,14,8,0
B6523,7,234,95,226,1,92,72,173,19,5,0
C6810,7,102.5,205,248.5,3,157,99,217,23,5,0
10803659,7,319.5,89,148,2,6,27,132,15,9,1
B6473,8,47,284,225.5,1,196,134,438,29,8,1
C6337,9,130.5,89.5,337,3,127,161,303,22,0,0
C5327,5,45.25,448.5,64.5,2,135,241,341,15,0,0
A6767,5,447,85.25,27.5,2,147,135,508,22,5,0
M5200,3,90,462.25,7.5,2,160,356,389,11,4,0
A6826,5,247.5,244,69,1,20,22,115,21,0,0
D6114,6,79,359.5,122,1,78,180,201,14,4,0
M5165,2,15.5,246.25,299.5,3,168,185,468,19,6,1
D6064,8,127.25,414.25,22,1,100,107,262,16,10,0
A6640,8,91.5,88.5,384,1,52,97,220,21,9,0
D6341,6,38,410.5,117,1,22,34,217,21,6,0
D5195,11,225,223,118.75,1,53,77,116,15,0,0
10804149,5,159.75,252.5,155,2,69,90,196,12,0,0
A6940,10,97,428.25,42.5,2,104,145,370,19,0,1
10804881,5,266,65.5,236.25,2,244,308,348,17,6,0
10805053,8,76.5,89.5,402,1,180,474,420,19,0,0
10803854,6,277.5,287.5,3,4,8,18,100,20,4,1
C6093,6,216.75,343,8.5,3,53,95,445,27,0,1
B6705,8,151.5,322.75,94.75,3,143,109,484,27,6,0
A6146,6,51,249,269.5,1,96,196,180,10,0,1
A6789,7,513.5,49,7,1,58,82,170,18,8,1
A6504,7,232.25,282.25,55,1,52,110,211,17,6,1
10804904,8,62,356,153.5,2,347,298,266,18,5,0
A6788,9,126.5,184,263.5,2,90,86,341,23,7,0
A6954,5,19.75,238,317.5,1,136,161,271,15,7,1
C6096,8,119.5,270,189.5,1,153,72,410,29,0,1
C6893,8,288.75,98.5,192,1,32,32,129,19,6,0
B6507,8,59.25,434.75,85.5,2,251,205,396,22,4,0
C5612,3,63.5,27,489.5,2,107,224,127,7,0,1
A6774,6,89,347,145.5,2,88,95,104,13,4,0
D5202,5,46,354.5,184.5,1,53,72,73,10,0,1
C6662,5,66,308.75,210.25,2,65,76,454,28,5,0
C6372,5,163,270,154,1,46,240,84,6,0,0
B6776,6,31,64,492.75,2,35,58,64,11,4,0
C6518,4,443,146,0,2,48,88,93,10,8,1
D5069,6,198.75,278.75,112,1,57,61,160,13,0,1
P5033,4,52.75,56.75,480,3,167,368,249,9,0,1
A6517,4,49.25,130.5,410.75,2,89,126,181,15,6,1
C5714,7,70,296.5,225.5,2,163,228,316,17,0,1
J6588,5,390,96,106.75,3,87,102,121,17,4,1
A6899,9,19,204,376,1,40,102,152,15,13,0
B6918,8,89.5,387.5,122,2,53,45,84,18,4,1
B6278,2,325.5,254.5,20,2,4,67,20,4,6,1
C5874,3,200.25,255,146,3,57,122,127,6,0,0
B6829,5,357.75,203.5,41.5,2,26,36,214,21,8,0
C5660,5,305,259,39,4,451,395,657,27,0,0
S7036,3,213.5,323.5,69,4,108,120,445,17,6,1
K7476,9,149.5,330.25,130,2,210,256,336,21,5,0
C6674,6,359,176.5,75,1,41,46,162,17,8,1
A6158,9,256.5,197.25,157.5,1,145,172,472,21,5,0
K7520,8,40.5,350.5,220.5,2,170,196,613,22,8,1
C6041,10,72.75,277.25,262.25,2,176,133,536,26,5,0
10805260,5,86,235,294,1,93,190,133,13,0,1
10803553,3,26.5,89,501,1,67,132,209,10,5,0
K7532,6,338.25,262.5,16.5,2,124,124,324,17,5,1
A6623,9,273.75,105.5,245.25,1,137,92,332,20,0,1
B6562,7,165,35.5,425.5,1,147,98,185,14,4,1
F9718H,6,290,251.5,89,4,62,65,48,11,7,1
C6323,7,124.75,373.25,139.5,2,72,57,199,17,0,0
D5070,6,104.75,49.25,491,3,104,109,196,14,0,1
10803574,7,199.25,266.5,181.75,1,249,143,574,28,9,0
B6576,7,302.25,101.25,245,1,222,151,268,18,4,1
A6790,9,195.5,156,302,3,109,92,354,23,7,0
B6175,7,250.5,345.5,60,4,20,23,53,20,6,1
S5665,1,124,376.25,158,1,223,202,617,22,4,1
B6754,3,341.5,237,82,1,174,157,401,21,4,0
B6054,4,75,208,380.5,3,17,43,17,8,6,1
10804981,6,356.75,230,78,3,50,44,152,12,7,1
B6410,5,271,130,264.75,2,95,95,218,17,5,0
B6033,8,49.5,361.5,256.5,2,50,60,124,19,5,0
C6536,8,250,260.25,157.25,4,130,85,773,43,11,0
J6647,7,53,159.5,455.5,5,262,191,228,17,8,0
10693932,6,271.75,313.25,83.5,1,86,49,211,21,14,0
B6762,6,162,243.5,266,1,124,204,248,14,6,0
A6069,6,120,468.5,84,2,115,137,200,16,5,1
D6039,8,235.25,330.5,107,1,26,29,211,23,11,0
10804619,8,574.5,32.25,67,3,71,63,200,22,7,1
A6626,8,110,440,125.5,3,527,399,613,23,0,0
C5351,3,17.75,653.5,5,3,217,400,577,9,0,0
10683230,7,194,401,81.5,2,102,69,282,20,5,0
M5129,5,0,660.5,20.25,2,20,40,62,12,8,1
10804336,4,571.5,30,80,2,40,137,51,9,10,1
A6910,5,364.5,317.5,0,1,27,55,213,13,7,1
10804059,8,178.5,476.25,27.5,1,58,150,122,9,5,0
B6903,7,139,337.5,206.5,2,79,94,101,15,4,1
C6531,6,489.5,171,23.5,1,35,86,60,9,0,1
B6875,5,291.75,320.5,73.25,2,68,72,153,24,0,1
C6993,6,286,140.25,265,4,105,104,95,17,5,1
A6410,7,122,174,395.5,2,46,58,86,13,0,1
C5884,10,365,287,41.5,1,157,189,362,20,0,0
C6936,8,95,387.5,211.25,1,56,42,229,23,13,1
J6513,9,212.5,106.25,377,4,205,224,731,24,6,0
K7529,7,57,325,318.5,4,236,178,413,22,8,1
C6273,6,0,462,238.5,2,101,109,192,17,5,1
10804539,9,123,520.5,57.5,4,325,156,310,26,7,0
K7473,4,191,296.25,215.25,1,47,200,154,11,6,0
10805065,7,106.5,506.75,92,4,321,293,457,18,0,0
A6077,4,100,460.5,147,1,6,58,116,14,10,1
M7171,4,178,232.75,299.25,2,85,95,267,16,9,0
10805177,7,10.5,246.5,453.5,1,48,140,227,20,4,1
A6634,4,355.25,260,97.5,2,33,25,217,23,5,0
C6039,6,185,182.75,351.5,3,161,106,301,21,0,1
A6987,5,262,326,131.5,3,89,37,213,23,4,1
C6085,9,212.75,284.5,223.5,1,249,130,516,44,5,1
B6848,6,68,440.5,214,1,153,281,165,16,0,1
C6690,6,114.5,451.5,157.5,3,206,89,501,32,13,0
M5136,8,4,586,140,2,99,126,259,22,6,1
A6468,8,543,153.5,34,1,12,19,77,18,15,1
B6421,6,294.5,282,158,1,51,35,71,13,0,1
A6717,5,94,513,130.75,2,63,58,143,19,0,1
M5284,7,269,294.25,176.75,2,65,72,459,28,12,1
A6299,5,216.25,479,47.75,2,235,396,960,16,7,1
B6181,8,207.75,502.5,35,2,45,64,231,22,4,1
B6411,7,127.25,185,434,1,71,112,171,13,6,1
10803681,8,189,267.5,290.5,1,404,168,879,36,0,1
C6864,6,208,26,513,1,33,50,60,12,4,1
A6896,3,245.25,502,0,1,18,68,52,6,5,1
A6867,5,322,283.5,143,1,29,20,103,20,7,1
H9116,5,385.5,48,315.5,2,92,261,228,12,0,1
10805229,9,262.75,285.5,201.5,2,279,172,397,23,7,0
C5741,11,199.5,198,352.5,1,84,132,408,25,0,0
M7148,4,111.25,25.5,616.5,2,159,242,400,18,8,0
M7151,5,26.5,591,135.75,2,159,326,355,13,6,1
A6622,3,372,203.25,178.25,2,19,30,90,10,7,1
C6005,3,0,0,758.5,1,0,227,46,4,8,0
10674429,6,153,285.75,320.25,1,144,87,357,22,9,0
C6779,9,552.25,65,144,3,39,27,152,26,10,1
F9691H,9,241,274.5,247,4,50,37,30,15,18,1
C6004,3,0,0,763.75,1,1,175,38,4,9,0
K7492,8,91,146.75,530,2,70,82,233,19,6,0
B6569,5,722,10,36.5,1,20,30,61,12,4,1
K7498,7,119,504.75,146.5,6,88,137,137,14,6,1
B6441,7,258.5,505,7,1,70,100,139,14,11,1
D5145,6,209.5,374,187.5,1,183,228,290,13,0,1
J6646,1,774.75,0,0,1,6,137,2,2,5,0
C5261,6,143,631.5,3.5,2,63,67,91,13,0,1
A6275,7,273,167,338.25,1,25,67,165,20,7,1
M5118,7,63,354.5,361.5,1,132,159,401,23,11,0
B6227,8,402,112,269,1,157,142,339,17,0,0
A6784,4,186,4.5,593,3,43,101,197,9,5,0
B6412,4,12,494,280.5,1,73,91,99,13,11,0
C6982,14,521.5,194.75,71.25,2,119,63,354,40,14,0
J6634,5,186,364.75,238.25,2,194,213,557,14,8,0
C6259,8,66,307,416.5,2,156,142,455,22,7,0
C5256,8,279.5,498,12,2,191,219,198,16,0,1
D5160,8,11.5,522.5,258,3,247,119,616,32,0,1
S5355,6,19,635.5,139.5,1,123,182,306,18,0,0
C6146,8,229.5,547.5,17.25,3,224,181,250,22,4,1
A6995,4,561,232.75,4,2,63,106,164,8,5,1
C6809,6,369.75,208,220.25,3,76,59,133,19,6,0
M5047,5,62,347,389.5,1,191,242,289,17,0,1
10803665,7,514.25,233,53.5,2,31,36,185,23,6,1
C6097,5,526,276,2.5,2,63,52,214,23,10,0
B6127,8,280.5,442.75,84.25,2,227,122,584,29,6,0
A6618,5,144.5,380,285,2,64,54,136,18,0,1
B6385,6,125,632.25,63,1,264,197,379,18,7,0
B6028,6,259,263.5,300,1,77,75,222,18,5,1
C6306,7,113,63,648.75,1,134,112,270,15,4,1
C6482,9,345,363,120.5,2,95,60,218,22,0,1
C6954,9,169.25,640.5,19.5,1,36,53,163,17,0,0
A6802,7,285.75,167.75,376.25,3,46,45,354,34,0,1
B6435,6,63,639.5,130,2,60,89,114,14,5,1
M5181,5,122.75,364.5,345.25,2,450,378,912,27,8,1
B6940,4,483.5,252,98,1,82,143,58,8,5,1
A6111,8,147,317.25,371,2,56,66,204,24,8,1
C6213,3,338.75,316,183,1,141,286,144,9,4,0
A6166,7,246,444,150,3,40,52,207,18,0,1
C5661,8,64.5,522.75,254,3,73,86,243,26,11,1
K7499,7,133,240.25,469,3,50,60,291,18,10,1
M5117,8,256.5,224,364.5,1,91,94,318,23,12,1
10804765,8,266.5,407.5,171.25,3,361,294,834,35,6,0
A6191,8,210,456.5,182.5,1,17,31,138,20,7,1
10803632,6,328.5,386,135,2,215,137,522,24,0,1
A6246,3,563.5,251,38,3,18,35,112,12,0,1
A6272,8,479,298,78.25,1,25,73,159,18,4,0
10804393,6,271.25,419,167,4,197,90,444,29,6,0
C5228,9,314.5,359,184.5,2,241,237,678,28,0,1
J6639,3,176,112,571,2,134,266,189,12,4,1
A6180,4,6,854,0,2,11,100,93,8,6,1
C6076,7,396.25,322,144,1,155,103,325,24,8,1
A6694,8,233.5,263.25,366,4,203,150,362,25,0,1
B6953,6,329,469,67.25,1,358,309,558,24,10,0
C5861,8,499,367.5,1.5,1,214,128,270,23,0,1
S9316,2,260.5,318.75,289.5,2,88,198,585,16,11,1
B6628,7,205,226,439,1,45,81,264,19,7,1
A6418,8,97.5,159,617.25,1,22,59,153,21,7,0
J6394,8,479.5,172.5,223,3,307,346,298,16,0,0
D5096,10,55.5,683,140.75,2,159,175,385,23,0,0
E6910,8,387,384.5,108,1,37,37,102,15,8,0
C6354,7,327,344.5,210.75,2,74,68,373,25,11,1
10804793,8,445,283,155.25,2,128,75,207,25,4,1
10805181,7,406.25,124.5,353.5,1,342,424,597,21,14,0
A6505,7,428,234.25,223.5,1,98,110,265,22,6,1
C6483,8,190,493,206,2,112,107,290,22,5,0
D6129,7,250,278.25,361.75,2,179,144,576,25,4,0
A6895,2,0,868,27,4,18,113,50,7,5,0
10804889,2,452,443.25,0,2,32,91,122,5,4,1
B6177,6,372.25,417.5,107,1,32,80,86,16,7,1
S5460,5,771,16.5,113,2,78,109,134,14,4,1
G8120,2,542,362,0,2,13,130,10,3,4,1
B6641,3,31,223.5,650,2,36,63,94,8,5,0
C6221,7,45,315,546,1,25,63,153,24,11,1
B6874,9,237,524.5,150.5,1,137,75,305,28,7,0
B6190,7,304.5,281.75,326.5,1,236,165,431,23,5,1
J6608,7,235.75,278.75,400,4,463,257,807,27,11,1
B6694,7,368.5,466.5,80,1,199,243,276,11,4,0
B6642,6,239,504.5,171.75,2,50,59,163,24,4,0
C5369,7,94.5,169.5,651.5,5,666,362,688,26,7,1
C6012,9,23,464.75,429,1,17,70,170,21,7,0
10804919,9,388.5,285.75,243,3,731,571,1000,27,0,0
B6500,2,0,615,303,4,17,58,32,8,5,0
A6639,10,117.75,326.5,479,3,390,228,444,27,6,1
10804675,10,44.25,190.5,688.75,2,343,176,583,34,0,1
C5326,3,133.5,672.75,118,2,109,234,287,14,0,1
A6838,4,66,634,226,3,69,101,254,13,9,1
10804552,5,273.75,265.25,388,2,373,218,567,24,0,1
C6848,6,87,468.5,372.25,2,60,67,78,15,8,1
C5964,8,103.25,555.5,271,2,129,143,270,20,0,1
A6708,8,342,295.25,293,2,48,79,184,19,6,1
A6369,7,66,525,345.25,2,61,85,185,19,5,1
10804547,6,75,752.5,109.25,1,239,175,219,23,7,0
A6593,6,267.5,545.5,126,2,7,33,53,13,0,1
B6887,4,105,127,707.25,2,52,52,119,16,4,1
D6138,8,22,614.5,306.25,2,133,125,622,32,7,0
C6013,7,51.25,514.75,378.25,3,140,145,542,29,7,0
10803548,3,467.5,457,20,4,77,95,144,9,5,0
C6369,8,509,330.5,107.25,1,106,57,222,29,10,1
D6137,8,222,364.25,361.25,1,96,61,150,22,4,0
T5050,4,655.25,294,0,2,36,66,128,11,7,1
B6706,9,617.75,266,66.5,3,180,129,740,34,10,1
10803817,7,288.5,429,237,1,156,107,400,27,9,1
10804417,7,294.25,426.5,234.75,2,182,181,447,23,6,1
A6293,9,749,149.5,63.5,2,125,70,346,33,6,1
H9159,10,605.75,211,148,6,166,134,351,25,6,1
B6928,6,464,310.5,193.5,2,102,112,131,19,7,1
M7172,3,133,149.5,689.5,3,150,188,217,14,10,0
B6650,9,682.75,246.5,43,3,397,210,753,33,8,1
C6340,6,235.5,527.5,213.5,2,304,187,560,25,0,0
S5195,3,20.25,359.25,610.5,2,745,408,1992,34,5,0
C6773,7,245.5,377.5,367.5,2,178,127,318,27,10,0
C6279,7,302,386,303,3,37,75,369,22,0,0
A6067,5,4,663,324.5,1,219,271,242,14,10,0
K7526,6,269.25,501,222,2,137,144,220,13,8,1
A6844,7,332,344.5,316,2,23,31,71,15,6,0
D6029,8,417,455,123,2,81,83,204,25,9,0
B6174,4,62.75,388.75,550.5,2,53,65,154,12,6,0
D5085,11,370,403.5,231,4,101,146,291,23,0,1
M5290,2,340.5,653.75,11,2,129,177,289,16,11,0
