,JobCode,deptcount,srhrs,midhrs,jrhrs,totalhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
559,10865349,3,44,12,0,56,2,0,22,22,6,4,0
1415,10805151,3,14,37,5,56,1,26,81,56,6,4,0
225,D6289,5,1,5.5,49.5,56,2,30,62,47,9,5,0
1299,B6447,4,0.5,30.5,25,56,1,0,14,36,7,6,0
544,C6486,2,0,56,0,56,3,0,50,28,4,0,0
486,10832944,3,0,23,33,56,2,1,30,13,4,4,0
272,C6667,4,24.25,28,4,56.25,2,8,38,44,8,8,0
796,10868319,5,17.5,39,0,56.5,1,41,87,139,7,4,1
1471,A7147,6,10.25,44.75,1.5,56.5,1,14,40,113,13,4,1
677,10804420,2,0,53,3.5,56.5,1,98,155,169,9,4,1
1324,A6249,6,8,16.5,33,57.5,1,13,42,143,11,0,1
235,A7341,4,2.75,1,53.75,57.5,1,13,37,113,9,5,0
549,10804893,2,0,57.5,0,57.5,1,31,139,42,4,7,0
807,D6338,5,0,4,53.5,57.5,1,44,139,85,7,4,0
91,C5898,4,32.75,8.5,16.5,57.75,1,28,123,272,10,0,1
578,10804254,3,40,18,0,58,2,67,314,213,11,7,0
1029,10874824,4,5.5,50.5,2,58,1,37,108,96,7,4,0
1716,A6942,2,0,35,23,58,1,18,18,20,6,6,0
565,A7266,6,24.5,33.75,0,58.25,1,22,73,66,10,6,0
953,M8122,3,10,28.75,19.5,58.25,4,4,30,103,11,6,0
186,B6015,3,59,0,0,59,2,5,81,45,4,8,0
1501,A6438,4,23,0,36,59,1,9,34,60,9,0,1
333,B6845,4,12.5,46.5,0,59,1,27,109,105,6,4,0
488,C6000,5,0,6,53,59,1,8,15,34,7,4,0
462,10817440,2,0,0,59,59,2,0,90,11,2,7,0
893,10803957,3,39.5,19.75,0,59.25,2,24,82,41,5,4,0
103,10803844,5,23.5,36,0,59.5,1,25,22,150,19,4,0
755,10811375,4,9,18.5,32,59.5,1,9,27,98,9,5,0
1520,10864475,4,7,0.75,52,59.75,1,3,45,115,8,4,1
192,10780542,4,60,0,0,60,2,0,115,187,6,6,1
438,B6964,3,23,12,25,60,1,0,8,7,4,4,0
1836,C6602,5,10,5,45,60,1,17,21,68,11,4,0
14,B6070,3,0.75,0,59.25,60,2,0,4,15,6,4,0
1214,10874149,2,0,33,27,60,1,22,38,43,5,4,0
53,10844492,4,60.25,0,0,60.25,1,6,44,37,6,9,1
302,10804550,6,37.25,20,3,60.25,2,2,13,79,16,12,1
1247,10850052,4,28,4.5,27.75,60.25,1,3,4,14,5,5,1
667,D6211,7,56.5,4,0,60.5,1,30,30,48,8,4,1
1729,D6027,3,2.25,11,47.25,60.5,1,15,40,127,8,6,0
529,D6035,2,55,6,0,61,2,1,35,20,3,5,0
1300,C6515,6,17.5,20.5,23,61,1,22,46,146,15,0,1
321,B6434,5,8.5,40.5,12,61,1,4,33,116,10,6,0
1320,A7404,2,0,41,20,61,1,1,36,6,2,4,0
176,C6278,6,4.5,51.75,5,61.25,1,37,107,85,9,7,0
1309,10816114,4,0.25,0,61,61.25,2,2,49,124,7,5,0
624,B6053,6,52.75,8.75,0,61.5,2,113,115,228,11,8,1
42,A6866,3,55,7,0,62,1,11,18,21,8,0,1
314,10851145,4,20,42,0,62,1,4,20,54,8,10,1
116,A6799,4,18,36,8,62,2,3,11,32,8,0,0
1641,B6146,3,14,8,40,62,1,23,108,52,6,8,0
1610,10804125,5,6,14,42,62,1,15,79,97,8,9,0
1621,B6538,2,1,37,24,62,1,1,23,28,5,7,0
454,C6768,4,0,20,42,62,1,4,31,23,5,6,0
490,B6791,3,0,20,42,62,1,3,24,21,5,0,0
1161,B6029,2,0,20,42.25,62.25,2,3,14,10,4,5,1
1586,10803628,4,15,44.5,3,62.5,1,7,49,96,8,4,0
1382,B6622,4,8.25,6,48.5,62.75,1,59,68,271,13,6,0
1452,B6578,5,63,0,0,63,1,5,15,4,6,4,1
746,M5286,2,2.25,9.25,51.5,63,1,16,92,157,10,6,0
797,10804907,3,0,61,2,63,1,14,42,11,4,4,1
23,B6956,2,1.25,0,62,63.25,1,7,42,98,8,6,0
1373,A7221,6,38,20,5.5,63.5,2,20,46,180,15,6,1
884,S5464,1,31,32.5,0,63.5,1,37,87,106,5,4,0
184,10832116,6,2,36.5,25,63.5,2,35,115,89,10,10,0
1271,A7530,4,0.5,59.5,3.5,63.5,1,5,36,96,10,6,0
506,A6435,2,0,0,63.5,63.5,3,9,42,51,7,0,1
595,M5170,4,23,40.75,0,63.75,1,16,120,112,5,4,1
966,M7170,4,17.25,4,42.5,63.75,2,46,118,123,9,6,1
191,10862739,4,64,0,0,64,1,4,354,89,5,4,0
1757,A6781,4,12.5,8,43.5,64,1,14,45,52,8,4,0
466,B6261,2,0,52,12,64,1,1,41,22,4,0,0
434,M5303,1,0,0,64,64,1,1,70,17,2,5,0
587,10801887,3,0,64,0,64,1,1,108,146,5,6,1
636,10680351,5,2,22.75,39.5,64.25,1,27,54,128,9,4,0
1359,10804983,4,27,10,27.5,64.5,1,1,21,101,10,5,0
1845,A6824,2,24.5,38.5,1.5,64.5,2,9,43,48,4,4,1
1469,A6017,7,13,9.5,42,64.5,1,36,90,174,12,0,0
1038,10823432,2,0,45.5,19,64.5,1,2,118,21,2,4,0
1342,D6362,2,0,6,58.75,64.75,1,2,34,43,4,4,1
1039,J6671,11,65,0,0,65,4,0,181,653,31,5,1
265,A6845,2,35,30,0,65,2,0,15,17,2,4,0
1122,10821818,4,32,28,5,65,1,33,97,57,5,4,0
248,10804373,6,8,24,33,65,1,0,15,31,7,4,0
1035,10804758,5,1,64,0,65,2,28,113,150,12,5,0
1155,10806253,6,55.75,8,1.5,65.25,1,17,51,238,12,5,1
365,10847790,4,8.25,55,2,65.25,1,56,99,151,10,6,0
988,10805251,5,5,45.25,15,65.25,1,58,196,214,11,7,0
1019,C6583,5,45,20.5,0,65.5,3,28,42,33,9,0,1
1128,A6938,5,19,24.5,22,65.5,1,47,118,154,13,0,0
1321,10834005,6,24,0,42,66,1,5,18,39,7,8,1
690,A6808,5,16,4,46,66,1,3,15,71,10,5,0
600,S5654,1,0.5,65.5,0,66,1,12,61,139,9,5,0
484,C6871,8,0,34,32,66,3,14,67,182,20,4,1
485,10875821,2,0,12,54,66,1,0,22,18,3,4,0
1013,10851885,5,36,30.5,0,66.5,1,23,59,42,8,7,0
221,A6834,5,23.75,32.5,10.25,66.5,1,17,37,132,13,4,1
262,10819762,3,20,11.5,35,66.5,3,44,55,56,8,5,1
256,J6883,4,7.5,25,34,66.5,2,10,29,48,8,5,0
1619,J6625R ,2,0,26,40.5,66.5,1,8,22,9,4,0,1
1702,10803849,3,65,2,0,67,2,11,57,7,5,4,1
555,10819396,2,55,12,0,67,1,0,121,21,3,4,0
1653,10803555,3,47.5,0,19.5,67,1,58,185,80,6,5,0
433,C6075,4,24.5,35,7.5,67,3,19,33,81,13,4,0
282,10804827,2,10,1,56,67,2,41,149,32,4,6,0
416,10874170,3,4,51,12,67,1,7,57,51,6,4,0
487,D6220,3,0,36,31,67,2,90,162,161,10,6,0
663,10816464,3,30,34,3.5,67.5,4,2,5,11,8,7,0
1285,C6569,3,0,27.5,40,67.5,2,1,30,90,6,0,0
472,10862640,3,0,5,62.5,67.5,1,17,56,73,6,4,0
1191,C6312,8,17,44,7,68,1,7,17,133,18,0,1
133,C6263,3,11,29,28,68,1,7,51,41,5,5,0
88,10605894,4,1,42.5,24.5,68,1,36,210,62,6,5,0
930,10845549,3,0.5,67.5,0,68,2,8,45,48,5,6,1
560,M5209,2,0,68,0,68,1,3,146,88,3,0,1
453,10804077,4,0,68,0,68,1,6,60,70,6,5,0
1304,10804554,3,0,9,59,68,1,1,44,44,5,4,0
1205,10804918,5,31.5,21.5,15.5,68.5,1,33,46,145,12,6,1
834,C5601,3,22,46.5,0,68.5,1,136,368,293,7,0,0
521,10857524,3,13,55.5,0,68.5,1,4,22,34,6,4,1
1296,A6692,4,6,18.5,44,68.5,1,9,23,48,9,0,1
685,M5263,3,14.5,11.5,42.75,68.75,2,76,157,195,9,4,1
7,10855446,2,69,0,0,69,1,16,137,31,3,5,1
556,10982515,3,50,19,0,69,1,120,366,97,5,4,0
1358,10803534,3,24,37,8,69,2,17,22,105,14,7,0
757,10816111,5,20,21,28,69,3,56,74,201,10,5,0
593,M5254,1,0,69,0,69,1,3,65,70,4,0,1
1588,A7402,3,0,27,42,69,1,0,31,14,4,8,0
164,A6814,7,18.75,24,26.5,69.25,1,36,43,109,13,5,0
598,G8150,3,11.25,58,0,69.25,1,20,88,18,4,4,0
684,10864543,5,57.5,12,0,69.5,1,35,64,57,6,6,1
1643,G8129,4,30,38.5,1,69.5,1,32,64,61,8,9,0
1439,10831155,3,0,0,69.5,69.5,1,16,186,49,5,7,1
274,10860241,2,70,0,0,70,2,0,38,15,4,4,1
685,10895391,5,34,36,0,70,1,7,161,45,7,16,1
1126,C6872,9,38.25,4,28,70.25,2,36,46,176,16,6,1
1337,10805215,3,40,22.5,8,70.5,1,84,211,90,7,8,1
129,10749639,5,6,10.25,54.25,70.5,1,31,85,330,13,6,1
1621,A7524,4,0,47.25,23.5,70.75,1,0,28,55,7,8,0
1605,B6081,6,41.5,10.5,19,71,2,5,18,72,11,6,1
1022,10805079,4,23,0,48,71,1,13,53,39,4,6,0
508,10804251,2,0,71,0,71,2,42,357,449,11,4,1
574,D6204,6,53.25,18,0,71.25,1,37,46,81,10,5,0
1097,C6516,4,8.75,2,60.75,71.5,1,100,157,424,15,6,0
969,C6774,5,5.5,2,64,71.5,2,113,137,154,9,4,0
155,10804083,4,35.75,36,0,71.75,2,10,55,104,8,4,1
159,M7153,3,24,7.25,40.5,71.75,2,31,189,172,6,5,0
1178,10814999,4,26.5,29,16.5,72,1,12,47,33,5,7,0
1700,10874844,4,0,20,52,72,1,24,81,103,7,4,0
852,10805263,6,20,52.25,0,72.25,1,41,241,252,13,4,1
325,B7177,4,16.5,56,0,72.5,2,5,25,18,5,5,1
1304,C6452,6,11.5,53,8,72.5,1,11,21,45,9,6,1
903,10803613,7,5,40,27.5,72.5,1,9,24,71,12,10,0
1518,10830486,3,29,34,10,73,1,18,74,25,3,4,1
273,C6665,7,17,43,13,73,1,10,27,80,10,0,0
1057,10811463,4,15,6,52,73,2,18,36,155,13,4,0
475,10805101,2,0,73,0,73,1,4,70,25,5,5,0
647,10804688,3,0,7,66,73,1,2,55,33,8,4,0
671,10804601,5,0,4,69,73,2,39,150,66,9,6,0
799,10886848,4,67.5,6,0,73.5,1,35,77,28,4,8,0
1198,B6594,4,37.5,0,36,73.5,3,7,14,39,8,0,0
960,10803570,4,7,9,57.75,73.75,2,29,58,54,9,4,1
512,M8121,2,0,51.25,22.5,73.75,2,9,30,83,8,4,1
195,A6735,3,35.5,37,1.5,74,2,2,9,46,8,8,0
1123,10803636,6,27,42,5,74,1,133,177,360,13,4,0
1354,10805167,3,10,5,59,74,1,56,91,122,9,4,0
457,H9131R,2,0,24,50,74,1,19,85,19,4,0,1
924,10829456,3,0,56,18,74,2,3,42,20,5,4,0
656,10804469,4,55,19,0.25,74.25,1,65,109,96,8,8,0
1356,B6479,6,1,38.5,34.75,74.25,1,8,18,57,9,4,0
649,H9174,5,5.5,40,29,74.5,1,8,46,74,10,7,0
1205,A6674,3,6.5,20.5,47.75,74.75,1,14,51,22,4,0,0
1663,A6756,2,0,6,68.75,74.75,2,9,34,75,7,5,1
616,10804939,4,63,12,0,75,2,26,39,29,8,4,1
1003,A7216,4,5.25,10.5,59.25,75,1,9,33,128,10,7,0
540,H9132,6,70.5,5,0,75.5,3,37,100,60,9,6,1
1095,A6107,6,35.75,29.5,10.25,75.5,1,1,23,91,11,6,0
358,10826820,4,14,61.75,0,75.75,1,127,130,146,10,7,0
1247,A6078,3,48,0,28,76,1,7,44,26,5,5,1
936,C6454,4,23,53,0,76,1,3,12,57,6,0,1
1162,10805081,5,16,50,10,76,1,0,6,18,7,6,1
486,B6734,5,0,43,33,76,2,91,183,340,13,8,0
1459,10804283,2,0,70,6,76,1,41,63,172,13,4,0
57,B6680,5,12.75,8.5,55,76.25,1,100,136,216,14,0,1
441,C6525,11,52.5,0,24,76.5,2,32,79,121,22,10,1
297,C6589,2,10,63.5,3,76.5,2,8,10,39,8,0,0
1330,10804855,4,0,9.5,67,76.5,1,0,18,21,6,5,0
104,B6893,3,76.75,0,0,76.75,1,6,52,79,6,4,1
348,A6147,4,18,58.75,0,76.75,3,104,417,452,8,4,0
34,10803701,2,77,0,0,77,2,2,32,2,3,4,0
65,A7169,3,74,3,0,77,2,38,24,73,7,5,1
856,10804151,4,30,34.5,12.5,77,1,112,294,188,7,8,0
1211,10803973,6,18,18,41,77,1,17,84,134,11,7,0
1496,A6728,6,3,0,74,77,1,6,116,127,11,7,0
489,C6038,4,0,72,5,77,2,1,34,49,8,9,0
949,S5415,2,0,74,3,77,1,0,28,35,7,4,1
93,A6346,6,6.25,35.5,35.5,77.25,2,5,28,140,11,5,1
644,10803763,5,19.5,48.25,9.75,77.5,3,121,297,496,14,5,1
1336,B6676,8,17,29,32,78,1,76,238,418,14,4,1
1574,10819429,2,10.5,28.25,39.25,78,1,109,129,199,9,4,0
1316,10804616,4,4,31,43,78,2,0,25,55,8,4,0
1217,10852640,4,0,65,13,78,1,13,24,30,6,7,1
85,10824462,6,31,47.5,0,78.5,1,12,48,69,10,7,1
628,D5053,3,6,8,64.5,78.5,1,18,41,45,6,0,0
1105,K7425,5,0,35.5,43,78.5,2,108,311,401,9,0,0
874,B6498,5,57.25,13.5,8,78.75,1,22,42,38,6,5,1
563,10848709,3,68,11,0,79,1,0,25,11,5,5,0
1337,10804040,1,10,45,24,79,2,48,251,194,4,4,0
1714,C6378,6,5,21.5,52.5,79,1,9,46,34,6,4,0
467,B6167,4,0,47,32,79,1,2,27,36,6,0,1
1599,A6734,3,0,55,24,79,1,3,23,31,6,6,0
447,10868597,3,0,13,66,79,1,22,91,48,6,6,0
897,10875820,5,0,24,55,79,1,9,35,66,9,4,1
1136,10851043,2,0,35,44,79,1,7,79,77,6,5,0
48,10864978,2,79.25,0,0,79.25,1,6,87,16,3,4,1
538,10832044,7,42,37.25,0,79.25,1,56,81,118,16,7,1
425,10847614,2,25.5,38.75,15,79.25,1,41,106,103,5,5,0
1135,D6224,4,61,16,2.5,79.5,1,7,13,15,7,5,0
591,C6976,5,13.5,66,0,79.5,1,7,52,52,6,6,0
666,10882788,4,0,8,71.5,79.5,2,56,249,139,8,4,1
1001,C6366,5,0,50,30,80,1,14,70,154,13,4,0
455,10836945,1,0,47,33,80,1,18,81,114,9,8,1
883,B6065,2,0.5,75.25,4.5,80.25,1,26,149,245,7,5,1
623,D5173,7,60.5,20,0,80.5,2,28,74,190,13,0,1
1157,10804728,4,46,11,23.5,80.5,1,92,187,160,7,4,1
662,10872281,4,19,43,19,81,1,36,52,36,6,4,0
328,10841371,4,11,18,52,81,1,16,35,21,4,5,1
1365,10828294,4,5,31,45,81,1,34,45,111,12,7,1
463,10834241,3,0,55,26,81,1,18,43,22,4,4,1
1517,10874860,2,0,15,66,81,1,24,205,103,4,4,0
362,C6759,4,9.5,10,61.75,81.25,3,21,41,69,10,4,1
139,A6447,4,24,24,33.5,81.5,2,3,32,32,7,5,1
800,K7488,6,11,10.5,60,81.5,1,29,82,136,10,6,1
999,C6303,2,6,24,51.5,81.5,1,19,65,126,10,4,0
1687,A6833,4,11,33.75,37,81.75,1,19,205,123,8,5,0
1852,10805125,2,80,2,0,82,1,0,34,6,2,5,1
341,10872280,4,39,32,11,82,1,40,52,38,5,4,1
1041,10828451,3,21,38,23,82,1,46,135,57,5,4,1
1625,A6651,5,16,37,29,82,1,3,36,68,5,5,1
566,10774978,3,14.25,67.75,0,82,3,12,81,27,4,5,0
170,C6568,4,4.5,5.75,71.75,82,1,89,161,315,11,9,0
156,A6988,4,3.5,78.5,0,82,2,31,139,118,7,4,1
807,C5996,5,1.5,58.5,22,82,2,36,72,100,9,0,0
1451,10803738,5,5.75,57.75,19,82.5,1,18,60,72,8,6,0
1055,10850267,4,5,39.75,37.75,82.5,2,45,67,198,14,4,0
738,10874162,3,4,37,42,83,2,15,72,87,7,4,1
469,A6616,4,0,53,30,83,1,2,22,41,7,8,1
554,C6375,3,18.25,65,0,83.25,1,2,36,29,3,4,1
253,B6241,4,5.5,30,48,83.5,1,37,90,27,5,4,0
646,10874148,3,1.5,66,16,83.5,1,9,71,61,7,4,0
1137,10832751,3,32.75,20,31,83.75,1,3,26,23,6,7,1
1231,C6468,5,32,4,48,84,1,30,73,78,5,0,0
668,B6828,6,9.5,43,31.5,84,1,9,32,25,7,4,0
496,10874853,2,0,15,69,84,1,24,139,90,5,4,1
514,K7436,2,77.5,7,0,84.5,1,82,339,70,3,0,1
1751,A6736,3,6,34,44.5,84.5,2,4,17,99,9,0,0
1407,S5405,3,2,74.5,8,84.5,1,39,148,155,8,4,1
1656,10874166,4,0,20,64.5,84.5,1,8,28,40,6,4,1
1741,C5875,4,11.75,61,12,84.75,2,53,109,125,7,0,1
568,10875677,4,66.5,18.5,0,85,1,25,45,43,7,8,1
1357,B6649,5,25,48.5,11.5,85,1,5,18,51,13,4,0
1415,A6451,5,25,48,12,85,1,91,322,250,11,0,1
1207,C6348,7,0,9,76.5,85.5,3,16,43,147,17,4,0
622,B6775,5,18,36.25,31.5,85.75,2,42,51,98,10,0,1
1033,M9119,3,2.5,56.5,26.75,85.75,3,124,393,370,14,8,0
223,10891560,3,86,0,0,86,3,16,33,5,3,5,1
598,L5011,6,65,21,0,86,4,31,70,28,9,0,1
414,10822263,5,47,8,31,86,1,17,46,86,9,8,1
960,10813166,7,13,10,63,86,1,144,243,304,13,10,0
332,10803559,4,26.75,59.5,0,86.25,1,2,7,45,7,5,0
97,A6807,3,16.25,42,28,86.25,1,8,64,23,5,0,0
1174,A6506,3,8,38.25,40,86.25,1,6,90,63,6,6,0
597,B6144,4,27,59.5,0,86.5,2,6,19,40,8,4,1
1233,10854190,5,25,57.5,4,86.5,1,15,37,31,9,5,1
703,A6276,3,0.5,63,23,86.5,2,27,142,101,7,8,0
462,A6414,2,0,0,86.5,86.5,2,4,48,38,5,5,0
762,A7622,5,0,28,58.5,86.5,2,5,45,30,5,5,0
493,10848732,2,0,66,21,87,1,6,44,29,4,4,1
1658,10803663,8,28.25,38.75,20.25,87.25,3,274,275,410,13,8,1
1557,10840300,5,21.75,61.5,4,87.25,1,129,147,172,11,5,1
697,10803726,7,60.5,9,18,87.5,1,11,24,112,17,4,0
186,10804530,3,11,72,4.5,87.5,1,37,99,158,7,4,0
993,M8130,1,0,81,6.75,87.75,1,20,119,152,6,6,1
1333,10825137,4,21,20.5,46.5,88,2,71,116,252,9,5,1
687,A7249,6,14,31,43,88,2,3,58,54,7,6,0
534,10804269,4,12,76,0,88,2,15,150,139,11,6,0
38,10804888,3,7.5,0,80.5,88,1,76,149,89,5,4,1
450,S5575,2,0,0,88,88,1,54,290,174,5,7,0
767,10840720,2,0,88,0,88,1,0,11,20,5,4,0
1569,10831254,4,31,42.5,15.5,89,1,7,71,81,7,4,0
241,10874819,3,20,56,13,89,1,20,49,52,6,4,0
409,S7034,5,19,53.75,16.5,89.25,3,42,88,209,11,4,1
1366,10804507,5,56.5,18,15,89.5,2,22,39,79,10,11,0
137,J6848,5,45.5,28,16,89.5,2,3,24,43,7,4,1
1006,10850051,3,21,17.5,51,89.5,1,14,28,40,7,4,1
1017,10804908,7,21,57,12,90,1,5,27,52,9,9,1
73,10874167,2,2,76,12,90,1,5,54,47,7,4,0
1226,A6493,6,82.5,3,5,90.5,2,6,14,101,12,8,1
777,10794742,3,61,30,0,91,1,4,90,16,4,4,1
270,K7527,4,25,1.25,64.75,91,2,33,72,139,10,5,0
1122,B6577,5,14.5,50.75,25.75,91,1,29,74,109,9,5,1
499,A7972,3,0,39,52,91,1,3,45,47,6,5,0
336,S5677,2,6,84.25,1,91.25,2,13,117,187,9,4,1
1370,10866133,7,91.5,0,0,91.5,3,21,159,148,17,15,0
1252,B6222,4,59.5,16,16,91.5,1,6,51,51,5,9,0
1784,A6591,3,16,62,13.75,91.75,1,10,49,142,12,5,1
1037,A6515,4,11,29.25,51.5,91.75,2,5,37,133,8,4,0
780,A7593,5,71,21,0,92,1,23,70,67,9,6,1
1475,S5452,5,69,0,23,92,1,6,34,48,6,4,1
955,10829682,5,36,50,6,92,2,11,23,111,14,4,0
784,10804519,5,12,44,36,92,2,11,81,122,10,4,1
179,M7169,3,6,10.75,75.25,92,2,79,235,163,6,5,0
295,10803551,5,3,17,72,92,1,9,39,84,11,5,0
1421,B6159,2,0,8,84,92,1,9,95,45,2,4,1
258,B6213,5,68,24.25,0,92.25,2,12,55,74,7,0,1
62,10825943,3,76,5,11.5,92.5,1,8,23,6,6,9,0
661,J6831,7,35.5,9.75,47.25,92.5,3,66,105,171,13,4,1
1680,C6100,6,0,9.75,83,92.75,2,31,71,91,11,5,1
72,B6945,5,64,19,10,93,2,8,32,104,10,0,0
198,10760645,5,49.25,43.75,0,93,2,181,197,493,11,7,0
1251,10803773,5,23,39,31,93,1,66,87,127,9,7,1
482,C6074,7,0,0,93,93,1,5,36,136,18,4,0
1212,10874847,3,0,53,40,93,1,6,64,57,5,4,0
1241,10811376,3,4,85.5,3.75,93.25,2,50,90,99,7,6,1
835,C6577,5,23.5,34,36,93.5,1,73,89,123,13,8,0
1855,B6240,4,0,93.5,0,93.5,2,7,130,57,5,4,0
1283,A7960,4,0,47,46.5,93.5,1,0,21,80,14,4,1
1190,10804995,7,58.75,29,6,93.75,2,42,46,77,12,8,1
307,A6222,6,48.75,31,14,93.75,2,7,25,46,9,11,0
1121,10848236,5,63,23,8,94,1,64,128,91,8,4,0
1192,C6978,5,34,0,60,94,1,7,21,45,8,4,0
275,C5470,3,16,46,32,94,1,54,136,35,5,0,0
1378,10887258,3,9,23,62,94,2,40,63,29,6,5,0
1318,A6205,2,0,23,71,94,2,57,291,342,7,0,0
1457,10804911,3,0,57,37,94,1,5,60,68,8,4,1
1223,10857727,6,12.5,16,65.75,94.25,2,38,71,103,9,7,0
220,10803909,4,35,59.5,0,94.5,1,1,14,22,6,4,1
391,10804717,5,13.5,81,0,94.5,1,59,156,110,6,7,1
855,C6469,6,4,16,74.5,94.5,1,40,48,102,10,0,1
434,D5059,4,3,38.5,53,94.5,2,38,44,72,11,0,0
1236,B6537,3,0,2,92.5,94.5,1,9,39,67,8,4,0
945,D5134,6,15,44.25,35.5,94.75,1,61,90,101,10,0,0
640,H9109,5,34.5,50.5,10,95,3,73,274,176,8,0,0
1792,C6528,5,17,39,39,95,2,3,48,126,15,5,0
1603,C6554,4,15.5,36,43.5,95,1,12,46,31,5,4,0
1139,10803731,7,68,7.5,20,95.5,1,29,52,81,9,4,1
56,C6845,4,58.5,0,37,95.5,1,16,33,61,7,4,0
1108,A6230,7,25.5,7,63,95.5,2,5,9,51,12,4,1
1162,A6370,2,3,40,52.5,95.5,1,15,41,79,9,5,0
1102,10803664,3,15,55,26,96,1,96,346,88,4,5,0
1694,10804693,3,8,72,16,96,1,0,11,22,7,4,1
686,C6158,5,5.5,50.5,40,96,1,45,182,238,11,7,0
536,10805030,6,46.5,50,0,96.5,1,60,84,77,9,4,0
592,C6009,5,16,80.5,0,96.5,1,28,46,43,8,6,1
527,B6732,2,92.5,4.25,0,96.75,1,20,90,54,6,5,1
1339,10765424,5,4.75,63.5,28.5,96.75,3,25,86,199,10,4,0
520,10836794,3,49,48,0,97,1,8,44,29,4,6,1
1417,B6307,2,2,60,35,97,1,9,45,68,8,6,0
267,D6148,5,14,73.5,10,97.5,1,13,47,109,10,5,0
665,A6340,7,5,15,77.5,97.5,1,24,109,132,12,0,0
1527,A6337,7,0,8,89.5,97.5,1,31,222,230,15,0,0
96,A7291,2,66.25,25,6.5,97.75,1,43,150,61,5,6,0
889,10803843,4,40.5,46.25,11,97.75,2,0,15,35,9,7,0
1543,10844795,3,23.5,0,74.5,98,1,3,10,8,6,5,0
1543,10645504,4,20.5,3.75,74,98.25,1,22,65,125,8,4,1
1602,A6243,3,0,9,89.5,98.5,1,16,77,163,12,4,0
616,A6170,4,6,13,80,99,1,2,63,102,7,0,1
958,A7389,3,1.5,61.25,36.25,99,1,1,15,21,5,6,0
213,M9137,1,2,94.25,3,99.25,1,14,50,54,5,6,0
376,C6597,3,64,0,35.5,99.5,2,1,2,53,7,5,1
1290,D6342,7,27,48.5,24,99.5,2,48,48,252,19,5,0
1109,10804826,4,0,55,44.5,99.5,1,21,98,36,7,4,1
650,D6049,4,1,47,51.75,99.75,1,36,115,183,7,9,0
1082,10804066,1,0,7,92.75,99.75,1,133,234,367,8,4,0
40,10892427,5,76,0,24,100,1,25,46,37,7,11,0
1769,B6570,5,58.25,14,27.75,100,1,147,246,269,11,6,0
706,10804976,3,0,59,41,100,1,146,317,228,8,5,0
278,10804975,5,73,15.5,12,100.5,1,51,91,65,7,5,1
589,10805076,5,34,66.5,0,100.5,1,6,18,11,6,4,1
1320,P5036,5,6,28.5,66,100.5,1,29,66,153,11,4,1
1025,10850157,2,0,0,100.5,100.5,1,18,248,43,3,10,1
1143,C6219,4,61,12.25,27.5,100.75,2,39,47,34,5,4,0
370,10835702,3,69,32,0,101,2,2,20,9,5,7,1
695,10667643,4,18.75,28.5,54.25,101.5,1,43,74,229,12,0,1
1255,A7547,6,12,87.5,2,101.5,1,25,75,52,8,6,0
819,10859794,4,6,75,20.5,101.5,1,60,91,200,17,8,0
1402,B6214,2,0,0,101.5,101.5,3,34,118,94,8,6,1
1243,10803889,7,18.5,12.5,70.75,101.75,3,162,204,313,15,8,0
261,B6469,4,17.25,35.5,49,101.75,1,44,122,181,9,0,0
307,10799232,5,102,0,0,102,3,5,60,26,7,7,0
1706,10805017,4,51.5,50.5,0,102,1,4,35,37,6,4,0
605,10768410,3,44,58,0,102,1,2,149,22,4,4,1
1019,10803782,3,4,14,84,102,2,20,64,50,9,4,0
1148,D5030,3,0,73,29,102,1,31,91,102,5,0,0
1531,M5119,3,0,29,73,102,1,40,178,284,12,4,0
593,10825615,2,0,102.5,0,102.5,2,4,47,40,8,5,1
777,A6458,6,46.25,46,10.5,102.75,1,58,67,221,14,4,1
896,10874168,2,3,78,22,103,1,1,49,34,6,4,0
1099,D5186,2,0,38,65,103,2,10,25,5,3,4,0
1466,A6338,7,0,10.5,92.5,103,1,12,163,172,13,0,0
751,D5057,2,0,23,80.5,103.5,3,33,109,213,10,0,0
16,10873436,2,104,0,0,104,1,9,59,9,2,6,1
291,10847965,4,60.25,44,0,104.25,2,9,37,44,8,5,0
1314,10801142,7,22.5,61,20.75,104.25,2,20,35,186,16,4,0
1246,10804701,4,44,3.5,57,104.5,1,1,59,93,8,7,0
676,10874854,4,13,27.5,64,104.5,1,20,55,114,11,4,1
384,C5144,3,43,62.25,0,105.25,1,239,441,313,6,0,0
576,K7522,5,86.5,19,0,105.5,1,9,18,28,5,7,1
1287,10821547,4,6,75.5,24,105.5,2,21,90,43,6,7,1
829,B6248,3,63,42.75,0,105.75,2,53,115,191,8,4,0
10,10834026,2,106,0,0,106,2,0,19,38,5,4,1
1402,10868789,4,0,56,50,106,4,11,48,77,11,4,1
408,M6011,3,2,99.25,5,106.25,2,27,151,149,6,4,0
296,10805086,5,28,70,8.5,106.5,1,48,166,162,7,6,0
1725,B6951,6,25,24.5,57,106.5,1,16,41,166,18,5,1
581,D6335,4,0,106.5,0,106.5,1,21,75,110,7,7,0
180,B6334,5,53.5,52.5,1,107,1,4,23,19,7,5,0
907,D6128,4,0,16,91,107,1,37,59,37,8,6,0
1284,D5225,7,72.25,25,10,107.25,2,300,326,330,9,0,1
