,JobCode,deptcount,srhrs,midhrs,jrhrs,Psrhrs,Pmidhrs,PjrHrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
650,10803778,9,35.5,1.0,0.0,0.9726027397260274,0.0273972602739726,0.0,2,5,94,189,17,4,1
651,D6190,2,91.0,58.0,0.0,0.610738255033557,0.38926174496644295,0.0,3,53,114,136,5,4,1
652,10803769,5,179.5,394.5,0.0,0.3127177700348432,0.6872822299651568,0.0,3,153,143,484,14,6,1
653,10805189,4,2.5,153.5,0.0,0.016025641025641024,0.9839743589743589,0.0,1,10,73,28,5,4,0
654,10886848,4,67.5,6.0,0.0,0.9183673469387755,0.08163265306122448,0.0,1,35,77,28,4,8,0
655,10862585,4,0.0,11.75,0.0,0.0,1.0,0.0,1,1,24,62,6,5,0
656,10801886,6,132.0,2.25,0.0,0.9832402234636871,0.01675977653631285,0.0,1,56,85,164,9,11,1
657,10845549,3,0.5,67.5,0.0,0.007352941176470588,0.9926470588235294,0.0,2,8,45,48,5,6,1
658,10804940,9,53.75,97.0,0.0,0.35655058043117743,0.6434494195688225,0.0,3,130,211,158,14,10,1
659,10853376,5,118.5,107.75,0.0,0.523756906077348,0.47624309392265196,0.0,3,10,29,95,14,8,0
660,10857728,5,4.0,47.0,0.0,0.0784313725490196,0.9215686274509803,0.0,2,6,56,80,8,8,0
661,10812908,4,4.0,45.5,0.0,0.08080808080808081,0.9191919191919192,0.0,2,40,106,67,5,6,1
662,10865427,2,38.5,176.0,0.0,0.1794871794871795,0.8205128205128205,0.0,2,11,53,63,5,4,1
663,10796986,6,73.0,172.5,0.0,0.2973523421588595,0.7026476578411406,0.0,2,29,50,27,8,6,1
664,10803946,4,8.0,232.25,0.0,0.03329864724245578,0.9667013527575442,0.0,4,40,171,139,6,4,1
665,10832662,4,0.0,192.0,0.0,0.0,1.0,0.0,2,1,25,13,6,5,0
666,10834941,7,302.5,958.0,0.0,0.23998413328044427,0.7600158667195557,0.0,1,91,70,73,15,5,0
667,A7911,1,0.0,24.5,0.0,0.0,1.0,0.0,1,0,7,3,3,4,0
668,10836083,2,5.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1,4,57,61,4,4,1
669,A7331,7,60.0,91.0,0.0,0.3973509933774834,0.6026490066225165,0.0,1,12,35,56,10,7,1
670,10805025,7,2738.5,149.0,0.0,0.9483982683982684,0.0516017316017316,0.0,2,118,182,82,13,9,1
671,10804361,4,0.0,18.0,0.0,0.0,1.0,0.0,2,4,20,46,8,7,1
672,10804285,3,704.0,661.0,0.0,0.5157509157509158,0.48424908424908425,0.0,2,15,87,29,9,4,1
673,10832547,2,0.0,413.5,0.0,0.0,1.0,0.0,1,4,94,50,2,5,1
674,10803827,2,2.0,113.0,0.0,0.017391304347826087,0.9826086956521739,0.0,1,3,16,16,5,4,1
675,10803948,1,191.0,304.75,62.0,0.3424473330345137,0.5463917525773195,0.11116091438816675,1,59,364,52,3,5,1
676,10846983,5,400.0,610.0,3262.5,0.09362200117027501,0.14277355178466938,0.7636044470450556,2,62,91,18,15,10,1
677,10840820,9,154.5,178.5,33.0,0.42213114754098363,0.48770491803278687,0.09016393442622951,2,268,202,499,21,6,1
678,10813082,8,256.0,1002.0,1151.5,0.1062461091512762,0.41585391159991697,0.4778999792488068,1,254,243,608,31,9,1
679,10804987,6,96.5,55.0,45.5,0.48984771573604063,0.27918781725888325,0.23096446700507614,1,181,215,329,17,5,0
680,10803679,3,299.0,246.0,309.5,0.34991222937390287,0.2878876535985957,0.3622001170275015,2,29,74,45,10,4,1
681,10844474,4,247.5,50.5,55.0,0.7011331444759207,0.14305949008498584,0.1558073654390935,1,30,58,70,13,4,1
682,10885298,2,0.0,7.5,9.5,0.0,0.4411764705882353,0.5588235294117647,1,30,97,93,4,6,0
683,10804266,5,226.5,239.75,40.0,0.4474074074074074,0.47358024691358025,0.07901234567901234,1,286,242,254,14,6,1
684,10805031,3,16.0,0.0,184.0,0.08,0.0,0.92,1,55,115,101,6,4,1
685,A7422,4,11.0,16.0,6.5,0.3283582089552239,0.47761194029850745,0.19402985074626866,1,29,69,60,8,4,0
686,10804044,1,47.0,447.75,46.5,0.08683602771362586,0.8272517321016166,0.0859122401847575,1,277,126,612,25,5,1
687,10804334,5,27.0,84.0,31.0,0.19014084507042253,0.5915492957746479,0.21830985915492956,3,60,123,129,10,7,1
688,10804728,4,46.0,11.0,23.5,0.5714285714285714,0.13664596273291926,0.2919254658385093,1,92,187,159,7,4,1
689,10832602,6,3.0,16.0,12.5,0.09523809523809523,0.5079365079365079,0.3968253968253968,1,8,7,47,12,7,0
690,10806253,6,55.75,8.0,1.5,0.8544061302681992,0.12260536398467432,0.022988505747126436,1,17,51,238,12,5,1
691,10832119,7,244.5,263.5,195.5,0.34754797441364604,0.3745557924662402,0.27789623312011374,2,145,85,211,23,7,1
692,A7170,7,237.0,74.5,37.0,0.6800573888091822,0.21377331420373027,0.10616929698708752,2,72,43,129,16,5,1
693,10805014,7,107.0,297.75,152.25,0.19210053859964094,0.5345601436265709,0.27333931777378817,1,111,146,369,17,9,0
694,10804874,2,40.5,160.25,1.5,0.20024721878862795,0.792336217552534,0.007416563658838072,1,16,42,102,7,8,1
695,10874824,4,5.5,50.5,2.0,0.09482758620689655,0.8706896551724138,0.034482758620689655,1,37,108,96,7,4,0
696,10824504,8,574.5,284.5,119.0,0.5874233128834356,0.2908997955010225,0.12167689161554192,2,247,174,295,20,8,1
697,10894338,3,63.0,18.0,50.0,0.48091603053435117,0.13740458015267176,0.3816793893129771,1,51,57,46,8,5,1
698,10804602,13,4720.75,14112.75,8913.75,0.17013397724098783,0.5086179711502942,0.321248051608718,6,432,89,598,108,19,1
699,10825942,4,14.5,0.0,22.0,0.3972602739726027,0.0,0.6027397260273972,1,15,94,10,7,16,1
700,10803718,12,2982.0,3224.0,1499.25,0.3870088575970929,0.4184160150546705,0.1945751273482366,6,502,145,566,58,9,1
701,10803807,9,264.25,180.5,268.5,0.37048720644935157,0.2530669470732562,0.3764458464773922,2,225,120,306,22,10,0
702,10828451,3,21.0,38.0,23.0,0.25609756097560976,0.4634146341463415,0.2804878048780488,1,46,135,57,5,4,1
703,10823432,2,0.0,45.5,19.0,0.0,0.7054263565891473,0.29457364341085274,1,2,118,21,2,4,0
704,10804996,5,157.0,290.0,44.0,0.319755600814664,0.5906313645621182,0.08961303462321792,2,105,168,95,10,4,1
705,10805005,5,60.0,61.0,127.0,0.24193548387096775,0.24596774193548387,0.5120967741935484,1,34,72,66,10,9,1
706,10860229,6,222.5,360.0,361.0,0.23582405935347112,0.3815580286168522,0.3826179120296767,1,75,74,128,20,10,0
707,A7199,6,27.0,140.5,138.5,0.08823529411764706,0.4591503267973856,0.4526143790849673,1,18,37,151,16,6,1
708,10803569,8,325.5,394.5,357.75,0.30201809324982604,0.3660403618649965,0.33194154488517746,3,673,391,751,25,5,1
709,10803642,8,1071.0,543.5,903.25,0.4253798033958892,0.21586734187270382,0.358752854731407,4,77,70,263,34,14,0
710,10804236,9,595.0,376.75,139.5,0.5354330708661418,0.3390326209223847,0.12553430821147357,2,81,46,468,44,11,1
711,10818544,3,0.0,136.0,171.0,0.0,0.44299674267100975,0.5570032573289903,2,2,182,65,5,5,1
712,10804574,7,1855.5,458.25,22.5,0.7942215088282504,0.19614767255216695,0.009630818619582664,1,339,221,633,20,9,1
713,10804859,3,0.0,6.5,7.0,0.0,0.48148148148148145,0.5185185185185185,1,14,29,13,3,5,0
714,10803692,5,3.5,62.5,91.0,0.022292993630573247,0.3980891719745223,0.5796178343949044,1,32,112,76,9,6,1
715,10882792,7,41.5,102.5,512.5,0.06321401370906321,0.15613099771515612,0.7806549885757806,2,122,168,220,14,4,1
716,10803821,8,79.0,176.0,71.0,0.24233128834355827,0.5398773006134969,0.21779141104294478,2,75,60,269,23,5,0
717,10865296,11,1693.5,1545.0,857.5,0.4134521484375,0.377197265625,0.2093505859375,4,316,60,333,57,6,0
718,10761530,4,146.5,108.0,177.0,0.33951332560834296,0.25028968713789107,0.4101969872537659,3,29,46,89,12,4,1
719,10839101,1,10.75,66.5,212.5,0.03710094909404659,0.22950819672131148,0.7333908541846419,1,106,189,501,14,7,0
720,10803587,5,259.0,486.25,258.0,0.25816097682531775,0.48467480687764763,0.2571642162970346,2,95,129,106,14,7,0
721,A7547,6,12.0,87.5,2.0,0.11822660098522167,0.8620689655172413,0.019704433497536946,1,25,75,52,8,6,0
722,10803812,3,528.75,1216.75,329.0,0.25488069414316705,0.586526873945529,0.15859243191130393,2,72,96,118,12,5,0
723,10804005,7,45.75,107.0,38.0,0.2398427260812582,0.5609436435124509,0.19921363040629095,1,128,193,147,11,6,0
724,10804088,6,346.25,369.75,136.0,0.4063967136150235,0.4339788732394366,0.1596244131455399,3,312,364,411,17,9,1
725,10890810,9,594.75,717.75,205.0,0.39192751235584844,0.4729818780889621,0.13509060955518945,6,147,62,202,35,10,1
726,10803594,9,3137.25,2215.0,471.0,0.5387455458721504,0.3803717855149616,0.080882668612888,4,454,291,216,19,8,1
727,10805233,3,14.0,220.0,173.0,0.0343980343980344,0.5405405405405406,0.4250614250614251,1,7,105,64,4,5,0
728,10804058,4,70.75,97.25,27.25,0.36235595390524966,0.4980793854033291,0.13956466069142126,3,29,57,144,14,4,1
729,10804249,6,256.75,275.0,317.0,0.30250368188512516,0.3240058910162003,0.3734904270986745,2,138,107,254,20,8,1
730,10821035,11,521.25,1104.75,784.25,0.21626387304221553,0.45835494243335756,0.32538118452442694,3,455,153,966,57,12,0
731,10852696,5,6.0,82.5,138.5,0.02643171806167401,0.3634361233480176,0.6101321585903083,3,28,46,68,10,7,1
732,10804774,11,1568.0,1294.25,86.0,0.5318409225811922,0.4389892308996863,0.029169846519121512,3,369,222,558,35,15,1
733,10804222,10,1526.75,331.75,176.0,0.7504300811010076,0.16306217743917426,0.08650774145981814,4,173,95,361,31,8,1
734,A7530,4,0.5,59.5,3.5,0.007874015748031496,0.937007874015748,0.05511811023622047,1,5,36,96,10,6,0
735,10803783,3,95.0,448.75,111.5,0.14498283098054177,0.6848531095001907,0.17016405951926747,2,59,98,135,10,8,0
736,10800391,6,47.5,142.5,30.0,0.2159090909090909,0.6477272727272727,0.13636363636363635,3,100,144,300,15,4,1
737,10803713,5,34.0,43.5,69.0,0.23208191126279865,0.29692832764505117,0.4709897610921502,1,38,91,153,9,8,1
738,10804209,6,274.0,144.25,4.0,0.6489046773238603,0.34162226169330967,0.009473060982830076,2,13,49,137,14,5,0
739,10804694,10,285.0,603.5,170.0,0.269248937175248,0.5701464336324988,0.16060462919225318,3,96,71,104,23,9,1
740,10804071,8,145.5,242.5,171.5,0.26005361930294907,0.4334226988382484,0.3065236818588025,3,408,192,566,29,4,1
741,10895540,5,5.5,37.0,11.0,0.102803738317757,0.6915887850467289,0.205607476635514,1,15,48,61,9,5,0
742,A7960,4,0.0,47.0,46.5,0.0,0.5026737967914439,0.49732620320855614,1,0,21,80,14,4,1
743,10804573,7,670.25,1362.0,18.0,0.3269113522741129,0.6643092305816364,0.008779417144250701,2,289,249,220,17,11,1
744,10804606,2,67.75,54.5,155.25,0.24414414414414415,0.1963963963963964,0.5594594594594594,3,244,303,203,14,13,0
745,A7297,3,0.0,115.0,15.0,0.0,0.8846153846153846,0.11538461538461539,2,23,90,63,6,5,0
746,10803539,6,203.25,770.25,97.0,0.18986454927603924,0.7195235871088277,0.09061186361513311,2,47,51,109,21,7,1
747,10805270,5,0.0,923.0,3539.5,0.0,0.20683473389355742,0.7931652661064426,2,48,126,148,18,6,1
748,10804577,6,180.0,5.0,12.0,0.9137055837563451,0.025380710659898477,0.06091370558375635,2,19,59,50,10,6,0
749,10855618,8,291.5,447.0,585.5,0.22016616314199397,0.3376132930513595,0.44222054380664655,5,176,165,197,18,8,1
750,10721626,7,225.25,385.25,48.5,0.34180576631259485,0.584597875569044,0.07359635811836115,3,268,315,638,15,4,0
751,10821547,4,6.0,75.5,24.0,0.05687203791469194,0.7156398104265402,0.22748815165876776,2,21,90,43,6,7,1
752,10804045,1,0.0,4.5,18.0,0.0,0.2,0.8,1,21,198,218,4,4,0
753,D6342,7,27.0,48.5,24.0,0.271356783919598,0.48743718592964824,0.24120603015075376,2,48,48,252,19,5,0
754,10805056,8,187.0,275.5,203.0,0.2809917355371901,0.41397445529676935,0.30503380916604056,2,31,39,99,14,5,1
755,10855309,11,2096.25,452.0,1023.5,0.5868971792538672,0.12654861062504374,0.2865542101210891,2,244,91,347,45,7,0
756,10803608,5,56.75,168.5,210.25,0.13030998851894374,0.3869115958668197,0.4827784156142365,1,71,63,273,21,4,0
757,10790954,9,90.0,94.75,5.0,0.4743083003952569,0.4993412384716733,0.026350461133069828,2,96,86,362,18,4,1
758,10851287,3,102.0,80.0,219.0,0.2543640897755611,0.19950124688279303,0.5461346633416458,2,42,81,48,9,6,1
759,10882789,5,0.0,47.0,176.0,0.0,0.21076233183856502,0.7892376681614349,2,80,165,181,9,4,0
760,10804882,4,0.5,112.0,53.0,0.0030211480362537764,0.676737160120846,0.3202416918429003,1,74,137,118,8,7,1
761,10844686,1,0.0,0.0,10.0,0.0,0.0,1.0,1,0,40,16,2,4,0
762,10816549,6,398.0,555.75,252.5,0.3299481865284974,0.4607253886010363,0.20932642487046632,2,322,226,314,18,5,1
763,10805206,4,62.5,177.25,182.5,0.14801657785671996,0.4197750148016578,0.43220840734162225,2,101,128,211,12,4,1
764,10859854,8,527.0,930.5,702.25,0.24400972334760967,0.4308369024192615,0.32515337423312884,5,259,175,338,25,10,1
765,10804017,3,7.75,82.75,33.0,0.06275303643724696,0.6700404858299596,0.26720647773279355,1,48,78,252,12,6,1
766,10860353,11,2863.75,1095.75,359.5,0.6630585783746238,0.253704561241028,0.08323686038434823,2,437,78,694,87,8,1
767,10816114,4,0.25,0.0,61.0,0.004081632653061225,0.0,0.9959183673469387,2,2,49,124,7,5,0
768,10804389,4,25.75,403.25,469.5,0.028658875904284918,0.4488035614913745,0.5225375626043406,2,29,87,92,9,9,0
769,10824618,5,87.0,205.25,28.25,0.2714508580343214,0.640405616224649,0.08814352574102964,3,17,23,42,12,6,1
770,10875823,2,0.0,13.0,25.0,0.0,0.34210526315789475,0.6578947368421053,1,12,41,39,4,4,0
771,10804423,7,886.5,805.5,235.0,0.46004151530877013,0.41800726517903475,0.12195121951219512,3,212,161,297,22,5,0
772,10804554,3,0.0,9.0,59.0,0.0,0.1323529411764706,0.8676470588235294,1,1,44,44,5,4,0
773,10804953,5,965.5,1909.25,3590.25,0.14934261407579272,0.2953209590100541,0.5553364269141531,3,212,213,276,29,10,1
774,10803871,3,120.0,164.0,18.0,0.3973509933774834,0.543046357615894,0.059602649006622516,2,22,78,49,10,4,0
775,10804419,5,24.75,176.5,52.0,0.09772951628825272,0.6969397828232972,0.20533070088845015,2,17,31,31,8,6,0
776,10801142,7,22.5,61.0,20.75,0.2158273381294964,0.5851318944844125,0.19904076738609114,2,20,35,186,16,4,0
777,A7463,6,0.25,33.75,8.0,0.005952380952380952,0.8035714285714286,0.19047619047619047,1,9,51,176,15,4,0
778,A7455,5,24.75,96.0,188.75,0.07996768982229402,0.31017770597738287,0.6098546042003231,2,25,41,254,21,6,1
779,A7655,8,163.0,422.5,180.5,0.21279373368146215,0.5515665796344648,0.23563968668407312,1,68,76,303,25,6,0
780,A7404,2,0.0,41.0,20.0,0.0,0.6721311475409836,0.32786885245901637,1,1,36,6,2,4,0
781,10804637,3,4.0,108.0,83.0,0.020512820512820513,0.5538461538461539,0.4256410256410256,1,6,25,26,6,5,1
782,10832674,2,1.5,44.0,9.0,0.027522935779816515,0.8073394495412844,0.1651376146788991,2,35,149,68,7,4,1
783,10834005,6,24.0,0.0,42.0,0.36363636363636365,0.0,0.6363636363636364,1,5,18,39,7,8,1
784,10804914,6,511.0,168.5,192.0,0.5863453815261044,0.19334480780263913,0.22030981067125646,1,48,39,109,18,11,1
785,10804616,4,4.0,31.0,43.0,0.05128205128205128,0.3974358974358974,0.5512820512820513,2,0,25,55,8,4,0
786,10832546,2,0.0,395.5,8.0,0.0,0.9801734820322181,0.01982651796778191,1,8,102,55,3,5,0
787,10804481,5,0.25,65.5,61.0,0.0019723865877712033,0.5167652859960552,0.4812623274161736,1,40,88,72,9,6,1
788,D6349,7,312.75,26.0,4.0,0.912472647702407,0.07585703865791393,0.011670313639679067,1,68,62,162,16,9,1
789,10860144,3,0.0,46.0,96.0,0.0,0.323943661971831,0.676056338028169,1,10,45,39,7,5,0
790,10754551,6,29.25,80.0,66.5,0.16642958748221906,0.45519203413940257,0.3783783783783784,2,46,48,196,14,11,1
791,10815801,5,265.0,93.0,47.0,0.654320987654321,0.22962962962962963,0.11604938271604938,2,59,76,117,12,5,1
792,10846787,4,16.0,34.0,1.5,0.3106796116504854,0.6601941747572816,0.02912621359223301,1,128,147,147,8,6,0
793,10805006,7,96.5,150.0,377.0,0.15477145148356056,0.24057738572574178,0.6046511627906976,1,530,364,268,19,5,1
794,10804436,5,1.0,10.0,6.0,0.058823529411764705,0.5882352941176471,0.35294117647058826,1,2,4,23,7,4,0
795,10858534,5,0.0,21.5,3.75,0.0,0.8514851485148515,0.1485148514851485,2,3,43,192,15,4,0
796,10804855,4,0.0,9.5,67.0,0.0,0.12418300653594772,0.8758169934640523,1,0,18,21,6,5,0
797,10804272,6,199.5,1003.5,597.0,0.11083333333333334,0.5575,0.33166666666666667,1,205,186,266,20,7,1
798,D6283,2,22.5,73.75,73.0,0.1329394387001477,0.4357459379615953,0.43131462333825704,1,41,88,24,4,5,1
799,10825137,4,21.0,20.5,46.5,0.23863636363636365,0.23295454545454544,0.5284090909090909,2,71,116,252,9,5,1
800,B6676,8,17.0,29.0,32.0,0.21794871794871795,0.3717948717948718,0.41025641025641024,1,76,238,418,14,4,1
801,10804040,1,10.0,45.0,24.0,0.12658227848101267,0.569620253164557,0.3037974683544304,2,48,251,194,4,4,0
802,10864476,4,0.0,8.0,8.0,0.0,0.5,0.5,1,6,45,111,8,4,1
803,10804860,5,8.0,50.5,55.75,0.0700218818380744,0.4420131291028446,0.487964989059081,1,23,40,73,11,4,0
804,10765424,5,4.75,63.5,28.5,0.04909560723514212,0.6563307493540051,0.29457364341085274,3,25,86,199,10,4,0
805,10847613,6,402.25,311.0,71.75,0.5124203821656051,0.3961783439490446,0.09140127388535031,1,83,88,75,13,9,1
806,10805173,8,261.0,809.5,456.25,0.17095136728344523,0.5302112330112985,0.29883739970525625,3,328,144,496,33,11,1
807,H9166,6,630.0,408.0,185.75,0.5148110316649642,0.3334014300306435,0.15178753830439223,6,121,99,190,20,11,1
808,10838907,5,194.0,245.5,113.0,0.351131221719457,0.4443438914027149,0.20452488687782805,1,68,58,151,16,10,1
809,10829808,2,0.0,0.0,32.0,0.0,0.0,1.0,1,13,190,45,4,4,0
810,10813877,8,481.0,669.0,370.0,0.31644736842105264,0.44013157894736843,0.24342105263157895,2,498,197,1107,52,7,0
811,10803818,3,0.0,69.0,65.0,0.0,0.5149253731343284,0.48507462686567165,2,21,75,72,11,4,0
812,10721632,8,159.0,187.25,106.5,0.3511871893981226,0.413583655438984,0.23522915516289342,3,201,171,809,27,7,1
813,10858385,4,385.0,17.5,13.0,0.9265944645006017,0.0421179302045728,0.031287605294825514,1,107,228,97,9,8,1
814,10805167,3,10.0,5.0,59.0,0.13513513513513514,0.06756756756756757,0.7972972972972973,1,56,91,122,9,4,0
815,10878292,5,234.75,0.0,100.5,0.7002237136465325,0.0,0.29977628635346754,1,58,54,38,11,6,0
816,10813004,7,357.75,162.75,296.75,0.43774854695625576,0.19914346895074947,0.3631079840929948,3,98,84,126,16,8,1
817,D6278,11,542.25,442.5,984.5,0.2753586390757903,0.22470483686682746,0.49993652405738226,1,241,101,808,48,12,0
818,10848795,2,0.0,0.0,826.0,0.0,0.0,1.0,1,1,211,187,5,5,1
819,10805278,3,24.0,3.0,6.0,0.7272727272727273,0.09090909090909091,0.18181818181818182,1,8,59,25,3,4,1
820,10843296,4,2.25,0.0,12.5,0.15254237288135594,0.0,0.847457627118644,1,15,30,121,10,6,0
821,10863891,2,0.0,0.0,118.0,0.0,0.0,1.0,2,2,30,10,2,4,1
822,10803534,3,24.0,37.0,8.0,0.34782608695652173,0.5362318840579711,0.11594202898550725,2,17,22,105,14,7,0
823,10844684,2,0.0,3.0,5.0,0.0,0.375,0.625,1,2,12,13,3,4,1
824,10803876,5,309.25,400.5,488.25,0.2581385642737897,0.33430717863105175,0.4075542570951586,3,347,364,991,18,5,0
825,10804983,4,27.0,10.0,27.5,0.4186046511627907,0.15503875968992248,0.4263565891472868,1,1,21,101,10,5,0
826,10826583,4,0.0,0.0,4.0,0.0,0.0,1.0,1,3,8,9,4,5,0
827,10826983,6,300.25,155.5,59.5,0.5827268316351286,0.3017952450266861,0.11547792333818535,4,432,504,333,16,12,0
828,10804048,1,0.0,14.0,1.5,0.0,0.9032258064516129,0.0967741935483871,1,2,41,58,4,4,0
829,10842353,5,123.0,34.5,13.0,0.7214076246334311,0.20234604105571846,0.07624633431085044,2,37,58,77,11,9,1
830,10804507,5,56.5,18.0,15.0,0.6312849162011173,0.2011173184357542,0.16759776536312848,2,22,39,79,10,11,0
831,10828294,4,5.0,31.0,45.0,0.06172839506172839,0.38271604938271603,0.5555555555555556,1,34,45,111,12,7,1
832,10864463,7,244.5,146.5,99.75,0.49821701477330615,0.29852266938359656,0.2032603158430973,3,14,32,54,15,6,0
833,10803954,1,5.25,7.0,15.25,0.19090909090909092,0.2545454545454545,0.5545454545454546,1,40,241,396,7,5,0
834,10834007,7,51.5,132.75,61.25,0.20977596741344195,0.5407331975560081,0.2494908350305499,1,40,81,162,14,4,1
835,10866741,13,1213.5,901.0,186.0,0.5274940230384699,0.391653988263421,0.08085198869810911,3,300,77,433,53,8,1
836,10847227,6,147.0,187.5,38.0,0.3946308724832215,0.5033557046979866,0.10201342281879194,2,55,64,62,12,7,1
837,10850267,4,5.0,39.75,37.75,0.06060606060606061,0.4818181818181818,0.4575757575757576,2,45,67,198,14,4,0
838,10836180,2,6.0,68.5,50.75,0.04790419161676647,0.5469061876247505,0.405189620758483,1,77,129,168,11,4,1
839,10803867,7,27.0,153.0,26.5,0.13075060532687652,0.7409200968523002,0.12832929782082325,2,19,49,107,13,5,0
840,S5689,3,0.0,1.0,20.0,0.0,0.047619047619047616,0.9523809523809523,1,33,50,58,5,7,1
841,10811463,4,15.0,6.0,52.0,0.2054794520547945,0.0821917808219178,0.7123287671232876,2,18,36,155,13,4,0
842,10885606,4,8.75,15.5,6.5,0.2845528455284553,0.5040650406504065,0.21138211382113822,1,2,11,49,7,6,0
843,10874151,4,2.0,109.5,170.0,0.007104795737122558,0.38898756660746003,0.6039076376554174,1,17,74,128,10,4,1
844,10825295,5,88.5,125.0,130.0,0.2576419213973799,0.363901018922853,0.3784570596797671,2,83,87,64,13,11,1
845,10817413,5,88.0,112.0,2.5,0.4345679012345679,0.5530864197530864,0.012345679012345678,3,3,4,34,17,7,1
846,10775730,4,8.75,4088.0,16.0,0.002127530241322716,0.9939821287459729,0.0038903410127043947,2,224,364,420,19,5,0
847,10889157,4,116.5,62.75,36.5,0.5399768250289687,0.2908458864426419,0.16917728852838934,2,11,32,48,9,5,0
848,A7908,10,87.5,298.0,469.0,0.1023990637799883,0.3487419543592744,0.5488589818607372,3,151,140,639,34,4,1
849,10845991,7,0.0,145.5,180.5,0.0,0.44631901840490795,0.553680981595092,2,40,81,66,10,5,0
850,10804978,5,800.75,1408.5,957.5,0.2528617667956106,0.4447777690060788,0.3023604641983106,4,267,323,194,18,4,1
851,10825468,5,321.75,541.75,25.0,0.36212718064153065,0.6097355092853123,0.028137310073157007,1,4,37,125,15,6,1
852,10831426,5,111.75,33.75,105.0,0.44610778443113774,0.1347305389221557,0.41916167664670656,2,121,164,543,16,5,0
853,A7315,5,122.0,76.75,66.5,0.4599434495758718,0.28934967012252594,0.25070688030160226,1,145,172,247,18,6,1
854,10869700,5,179.0,99.0,126.0,0.4430693069306931,0.24504950495049505,0.3118811881188119,1,56,62,29,11,4,1
855,D6329,5,127.0,39.0,3.0,0.7514792899408284,0.23076923076923078,0.01775147928994083,1,64,59,83,9,8,1
856,10870071,8,85.75,42.75,41.75,0.5036710719530103,0.2511013215859031,0.24522760646108663,3,37,69,126,16,11,1
857,C6698,7,65.0,136.0,274.5,0.1366982124079916,0.28601472134595163,0.5772870662460567,2,180,148,345,17,9,1
858,10804755,6,244.0,147.75,430.0,0.2969272893215698,0.17979920900517188,0.5232735016732583,1,60,52,187,19,4,1
859,10882195,7,82.25,220.5,6.0,0.2663967611336032,0.71417004048583,0.019433198380566803,3,62,65,82,13,6,0
860,10874845,5,89.25,364.0,8.0,0.19349593495934958,0.789159891598916,0.017344173441734417,1,29,106,123,10,4,0
861,A7717,7,283.25,103.0,64.0,0.6290949472515269,0.22876179900055524,0.14214325374791784,3,41,39,222,18,6,1
862,G8146,3,28.0,60.0,203.0,0.09621993127147767,0.20618556701030927,0.697594501718213,3,31,91,46,7,5,0
863,10825388,9,95.5,146.5,27.75,0.3540315106580167,0.5430954587581094,0.10287303058387395,3,54,45,256,27,4,1
864,10794686,9,426.5,796.25,58.5,0.3328780487804878,0.6214634146341463,0.04565853658536585,6,413,344,1163,31,6,1
865,10804603,9,805.75,982.75,1535.5,0.24240373044524668,0.2956528279181709,0.4619434416365824,5,424,334,431,25,6,0
866,10804066,1,0.0,7.0,92.75,0.0,0.07017543859649122,0.9298245614035088,1,133,234,367,8,4,0
867,10804544,12,6855.25,4782.5,3530.75,0.45193987539967695,0.31529155816329896,0.2327685664370241,3,2513,529,1443,67,4,1
868,10801897,11,212.5,419.0,148.75,0.2723486062159564,0.5370073694328741,0.1906440243511695,5,443,356,1086,27,7,1
869,10861619,6,73.5,470.0,509.5,0.0698005698005698,0.44634377967711303,0.4838556505223172,1,183,255,354,21,4,0
870,10823701,3,0.0,0.5,689.5,0.0,0.0007246376811594203,0.9992753623188406,1,11,145,149,6,5,0
871,10804496,9,854.5,123.0,191.0,0.7312794180573384,0.10526315789473684,0.16345742404792468,4,71,89,293,26,9,1
872,10837669,6,189.75,510.25,253.75,0.19895150720838795,0.5349934469200525,0.26605504587155965,2,79,70,228,26,6,1
873,10828091,9,210.5,324.0,196.5,0.28796169630642954,0.4432284541723666,0.26880984952120385,2,852,492,621,25,12,1
874,A7763,6,101.5,52.25,0.5,0.6580226904376013,0.3387358184764992,0.0032414910858995136,1,16,47,119,9,6,0
875,10825591,5,37.25,121.0,7.0,0.2254160363086233,0.7322239031770046,0.04236006051437216,2,27,54,124,8,5,0
876,10804938,3,114.0,48.5,518.0,0.16752387950036737,0.07127112417340191,0.7612049963262307,2,49,58,53,10,6,0
877,10804647,6,0.0,96.0,16.5,0.0,0.8533333333333334,0.14666666666666667,2,31,93,97,14,4,1
878,10821732,5,268.5,267.5,343.75,0.3052003410059676,0.30406365444728617,0.39073600454674623,1,83,118,75,16,17,1
879,10804929,8,661.0,2429.0,1330.75,0.1495221399083866,0.5494542781202285,0.30102358197138496,2,565,152,1196,70,5,1
880,10804982,4,0.0,361.5,67.0,0.0,0.8436406067677946,0.15635939323220538,1,23,113,84,8,5,0
881,10803664,3,15.0,55.0,26.0,0.15625,0.5729166666666666,0.2708333333333333,1,96,346,88,4,5,0
882,10856298,6,422.5,189.5,12.25,0.6768121746095315,0.30356427713255907,0.01962354825790949,1,113,76,169,15,4,1
883,10842432,5,55.0,91.5,10.0,0.3514376996805112,0.5846645367412141,0.06389776357827476,1,8,18,32,9,7,1
884,10875676,3,0.0,2.0,16.0,0.0,0.1111111111111111,0.8888888888888888,2,5,88,19,3,4,1
