,JobCode,deptcount,srhrs,midhrs,jrhrs,Psrhrs,Pmidhrs,PjrHrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1116,10814390,2,0.0,6.0,2.25,0.0,0.7272727272727273,0.2727272727272727,1,4,15,44,4,4,0
1117,10711224,7,197.5,287.5,17.5,0.39303482587064675,0.572139303482587,0.03482587064676617,1,24,36,198,19,8,0
1118,A7808,5,0.5,103.0,6.5,0.004545454545454545,0.9363636363636364,0.05909090909090909,1,16,93,63,7,6,0
1119,10821562,4,79.5,11.0,100.0,0.41732283464566927,0.05774278215223097,0.5249343832020997,1,147,181,151,9,7,0
1120,N8537,3,525.5,724.0,305.0,0.338050820199421,0.4657446124155677,0.19620456738501127,2,36,103,80,13,6,1
1121,10801901,7,15.5,264.0,61.5,0.045454545454545456,0.7741935483870968,0.18035190615835778,3,10,46,188,17,5,1
1122,S5701,2,0.0,0.0,17.0,0.0,0.0,1.0,1,7,29,29,3,4,0
1123,10880084,2,3.5,0.0,22.5,0.1346153846153846,0.0,0.8653846153846154,2,0,25,14,4,6,0
1124,10822456,5,242.25,303.5,679.0,0.19779546846295162,0.247805674627475,0.5543988569095734,2,228,202,637,24,7,1
1125,10851126,4,0.0,1.0,3.0,0.0,0.25,0.75,2,0,34,52,6,5,0
1126,10830833,3,0.0,44.0,73.0,0.0,0.37606837606837606,0.6239316239316239,1,11,70,47,4,4,1
1127,10858285,9,641.0,1603.0,139.75,0.26890403775563715,0.6724698479286838,0.05862611431567908,1,446,114,660,43,8,0
1128,10804578,8,770.0,548.5,103.25,0.5415860735009671,0.3857921575523123,0.0726217689467206,3,156,79,209,35,10,1
1129,10874842,4,0.0,19.25,98.0,0.0,0.16417910447761194,0.835820895522388,1,107,182,186,8,4,0
1130,10890040,3,1.0,12.0,30.0,0.023255813953488372,0.27906976744186046,0.6976744186046512,1,38,35,79,9,4,1
1131,10826638,2,125.5,27.0,37.0,0.662269129287599,0.1424802110817942,0.19525065963060687,2,28,88,37,6,5,0
1132,C6772,8,494.25,190.75,36.5,0.685031185031185,0.2643797643797644,0.05058905058905059,2,200,136,228,19,13,1
1133,10805157,5,3.0,11.0,28.0,0.07142857142857142,0.2619047619047619,0.6666666666666666,1,7,46,121,13,5,0
1134,10805203,8,169.5,645.5,226.0,0.1628242074927954,0.6200768491834774,0.21709894332372717,1,142,123,208,29,6,0
1135,10874669,9,540.0,486.5,60.0,0.4970087436723424,0.44776806258628626,0.05522319374137138,1,171,106,122,20,6,1
1136,10804858,3,0.0,21.0,1.0,0.0,0.9545454545454546,0.045454545454545456,1,0,17,18,5,4,1
1137,10836082,8,1291.0,560.0,415.75,0.5695378846365943,0.24704974081835226,0.1834123745450535,5,329,137,186,26,10,1
1138,10805212,7,1369.0,1102.5,325.5,0.4894529853414373,0.3941723274937433,0.11637468716481945,1,657,364,764,29,5,0
1139,10804268,8,435.25,667.5,505.75,0.2705937208579422,0.4149829033260802,0.3144233758159776,3,99,74,315,22,9,0
1140,10804192,8,67.5,177.0,56.0,0.22462562396006655,0.589018302828619,0.18635607321131448,5,205,125,346,21,8,0
1141,B7110,2,0.0,0.0,16.0,0.0,0.0,1.0,2,1,17,12,2,5,0
1142,10812909,10,509.0,824.5,304.25,0.3107922454587086,0.5034345901389101,0.1857731644023813,1,390,179,1003,42,14,1
1143,10804000,6,36.5,311.0,59.75,0.08962553713934929,0.7636586863106201,0.14671577655003068,1,178,257,228,17,5,0
1144,10803740,2,0.0,42.0,226.0,0.0,0.15671641791044777,0.8432835820895522,2,8,67,45,7,5,1
1145,10857369,6,365.75,451.5,142.0,0.38128746416471204,0.47068021892103207,0.14803231691425592,2,128,107,113,19,10,0
1146,10814842,5,137.0,203.5,5.0,0.39652677279305354,0.5890014471780028,0.01447178002894356,4,7,7,43,20,9,0
1147,A7688,4,10.0,67.0,46.0,0.08130081300813008,0.5447154471544715,0.37398373983739835,1,6,74,48,8,4,0
1148,10890754,5,158.0,56.0,47.0,0.6053639846743295,0.21455938697318008,0.18007662835249041,1,37,38,54,10,5,1
1149,10804253,6,459.0,373.0,395.25,0.3740069260541862,0.30393155428804236,0.32206151965777147,3,608,445,698,27,6,0
1150,B7188,2,0.0,0.0,8.0,0.0,0.0,1.0,1,0,3,9,3,4,0
1151,10804973,9,1950.0,947.75,387.5,0.5935621337797732,0.2884864165588616,0.1179514496613652,3,190,177,365,24,5,1
1152,C6651,6,71.0,147.25,161.0,0.1872116018457482,0.3882663150955834,0.4245220830586684,1,209,183,364,20,8,0
1153,10859891,7,16.5,58.5,33.0,0.1527777777777778,0.5416666666666666,0.3055555555555556,1,84,90,152,17,6,0
1154,10805193,5,166.75,360.75,177.5,0.23652482269503547,0.5117021276595745,0.25177304964539005,2,464,685,835,16,5,1
1155,10874860,2,0.0,15.0,66.0,0.0,0.18518518518518517,0.8148148148148148,1,24,205,103,4,4,0
1156,10830486,3,29.0,34.0,10.0,0.3972602739726027,0.4657534246575342,0.136986301369863,1,18,74,25,3,4,1
1157,D6047,4,489.0,463.75,459.0,0.34637860811050114,0.32849300513547014,0.32512838675402866,3,70,92,188,12,5,0
1158,10864475,4,7.0,0.75,52.0,0.11715481171548117,0.012552301255230125,0.8702928870292888,1,3,45,115,8,4,1
1159,10806471,4,344.5,0.0,168.0,0.6721951219512196,0.0,0.3278048780487805,1,6,70,8,7,6,1
1160,A7454,5,23.5,37.25,147.75,0.11270983213429256,0.17865707434052758,0.7086330935251799,2,17,46,162,12,7,1
1161,10814995,9,685.25,320.5,131.0,0.602815042885419,0.28194413899274245,0.11524081812183858,2,56,38,95,23,5,1
1162,10804548,6,200.0,181.0,209.5,0.3386960203217612,0.3065198983911939,0.35478408128704486,1,34,59,54,10,4,1
1163,10804385,11,230.25,176.25,150.5,0.41337522441651703,0.31642728904847395,0.27019748653500897,4,48,45,226,25,13,0
1164,10832544,9,127.0,283.0,348.5,0.16743572841133816,0.3731048121292024,0.4594594594594595,1,71,43,134,23,7,0
1165,10804620,6,52.0,193.0,174.0,0.12410501193317422,0.4606205250596659,0.4152744630071599,1,26,88,48,10,6,0
1166,10825140,5,31.75,174.5,406.0,0.0518579011841568,0.28501429154757046,0.6631278072682728,1,80,106,329,19,6,0
1167,10855308,5,168.0,360.75,231.5,0.22097994080894443,0.47451496218349226,0.3045050970075633,1,98,48,186,24,5,0
1168,10817552,4,0.0,21.0,21.0,0.0,0.5,0.5,1,1,25,27,7,12,0
1169,10824624,5,55.0,172.75,10.0,0.231335436382755,0.7266035751840169,0.04206098843322818,2,204,146,350,23,10,0
1170,10804646,7,473.0,124.0,89.0,0.6895043731778425,0.18075801749271136,0.12973760932944606,1,66,44,35,16,12,1
1171,A7371,3,10.25,19.75,19.0,0.20918367346938777,0.4030612244897959,0.3877551020408163,1,9,39,102,7,5,1
1172,10803683,12,605.75,543.5,139.75,0.4699379363847944,0.421644685802948,0.10841737781225756,1,473,249,677,30,8,0
1173,A7770,3,0.0,0.0,272.0,0.0,0.0,1.0,1,0,29,27,4,4,0
1174,10890811,6,755.75,351.5,478.0,0.47673868475003944,0.22173158807759027,0.3015297271723703,4,119,91,169,19,9,0
1175,10843113,6,17.0,124.0,23.5,0.1033434650455927,0.7537993920972644,0.14285714285714285,2,124,133,601,31,8,0
1176,10882791,3,5.0,35.0,233.0,0.018315018315018316,0.1282051282051282,0.8534798534798534,2,93,183,165,11,4,1
1177,A7157R,2,40.0,5.0,4.0,0.8163265306122449,0.10204081632653061,0.08163265306122448,1,0,5,6,5,4,1
1178,10804898,1,0.0,2.0,4.5,0.0,0.3076923076923077,0.6923076923076923,1,13,96,25,2,8,0
1179,10891705,3,98.5,47.0,116.0,0.37667304015296366,0.17973231357552583,0.4435946462715105,1,8,17,40,10,4,0
1180,10833717,7,129.25,203.0,21.5,0.36537102473498234,0.5738515901060071,0.0607773851590106,1,53,49,268,34,5,0
1181,10844795,3,23.5,0.0,74.5,0.23979591836734693,0.0,0.7602040816326531,1,3,10,8,6,5,0
1182,10857725,6,19.0,78.0,30.25,0.14931237721021612,0.6129666011787819,0.23772102161100198,3,70,90,144,13,8,0
1183,10870708,5,141.0,282.0,35.5,0.3075245365321701,0.6150490730643402,0.07742639040348964,1,246,272,208,12,8,0
1184,10803727,7,96.0,68.5,442.5,0.15815485996705106,0.1128500823723229,0.728995057660626,1,132,177,196,10,4,1
1185,10859655,7,191.5,63.0,20.0,0.697632058287796,0.22950819672131148,0.07285974499089254,3,17,44,58,11,5,1
1186,10804193,6,24.0,33.0,110.75,0.14307004470938897,0.19672131147540983,0.6602086438152012,3,235,305,943,22,7,0
1187,10759904,6,11.0,17.5,2.5,0.3548387096774194,0.5645161290322581,0.08064516129032258,1,28,60,321,15,7,0
1188,10805243,5,272.0,101.0,64.0,0.6224256292906178,0.2311212814645309,0.14645308924485126,1,12,41,40,8,4,1
1189,10805178,3,0.0,150.0,2190.75,0.0,0.06408202499198974,0.9359179750080102,1,83,382,288,10,7,0
1190,10871147,6,1238.25,108.0,132.0,0.8376458650431253,0.0730593607305936,0.08929477422628107,3,65,95,104,13,9,0
1191,10864479,5,83.0,28.5,84.0,0.42455242966751916,0.14578005115089515,0.4296675191815857,1,15,18,30,9,4,1
1192,10820256,6,416.75,250.5,32.25,0.59578270192995,0.35811293781272335,0.046104360257326664,2,20,30,57,13,5,1
1193,10803897,1,55.0,83.25,2.0,0.39215686274509803,0.5935828877005348,0.0142602495543672,1,25,90,203,10,5,0
1194,10804391,8,799.0,2199.25,317.0,0.24100746550033933,0.6633738028806274,0.09561873161903325,3,482,361,272,20,9,1
1195,10840300,5,21.75,61.5,4.0,0.2492836676217765,0.7048710601719198,0.045845272206303724,1,129,147,168,11,5,1
1196,10805099,6,0.0,24.0,86.5,0.0,0.2171945701357466,0.7828054298642534,2,50,86,52,9,4,1
1197,10804948,5,192.0,307.5,232.0,0.26247436773752564,0.4203691045796309,0.31715652768284347,2,272,221,536,23,6,0
1198,10827735,9,818.75,1216.0,558.75,0.3156930788509736,0.46886446886446886,0.21544245228455755,2,403,124,1040,67,10,0
1199,A7131,5,57.25,81.0,133.5,0.21067157313707452,0.2980680772769089,0.49126034958601655,2,18,38,85,12,5,1
1200,10804798,11,109.5,338.0,532.0,0.11179173047473201,0.3450740173557938,0.5431342521694742,1,21,103,406,36,8,1
1201,10804415,2,17.25,28.0,1.0,0.372972972972973,0.6054054054054054,0.021621621621621623,1,23,93,33,4,4,1
1202,A7935,6,366.0,246.5,26.0,0.5732184808144087,0.3860610806577917,0.04072043852779953,1,21,29,25,11,8,1
1203,10804154,4,72.0,1120.5,323.0,0.047509072913229956,0.7393599472121412,0.21313097987462884,1,73,162,143,14,6,0
1204,10804990,6,32.75,780.25,156.0,0.033797729618163054,0.8052115583075335,0.1609907120743034,3,192,105,555,28,11,0
1205,10804813,6,44.0,612.75,190.5,0.05193272351726173,0.7232221894364119,0.22484508704632636,2,130,147,235,14,5,1
1206,10831254,4,31.0,42.5,15.5,0.34831460674157305,0.47752808988764045,0.17415730337078653,1,7,71,81,7,4,0
1207,10803735,7,81.0,144.0,72.0,0.2727272727272727,0.48484848484848486,0.24242424242424243,1,67,80,112,9,4,1
1208,10803620,5,352.5,353.0,43.0,0.4709418837675351,0.47160988643954577,0.05744822979291917,2,99,68,246,18,6,0
1209,10805108,3,111.0,464.25,14.0,0.18837505303351718,0.7878659312685617,0.023759015697921087,1,35,96,233,12,4,1
1210,A7733,5,20.25,10.0,25.0,0.3665158371040724,0.18099547511312217,0.45248868778280543,2,11,24,158,12,5,0
1211,10804488,8,673.25,1095.0,273.25,0.32978202302228754,0.5363703159441587,0.13384766103355375,1,140,66,225,30,6,1
1212,10819429,2,10.5,28.25,39.25,0.1346153846153846,0.36217948717948717,0.5032051282051282,1,109,129,199,9,4,0
1213,10875822,2,0.0,13.0,19.0,0.0,0.40625,0.59375,1,4,35,26,3,4,0
1214,K7581,8,5.75,25.5,8.5,0.14465408805031446,0.6415094339622641,0.2138364779874214,3,49,105,193,14,5,0
1215,10805134,6,324.5,146.5,210.75,0.47598093142647596,0.21488815548221488,0.30913091309130913,2,383,199,1164,37,4,1
1216,10804604,5,2215.0,401.0,5.0,0.8450972911102632,0.1529950400610454,0.0019076688286913392,1,358,364,275,15,4,1
1217,A7124,1,0.0,7.0,23.0,0.0,0.23333333333333334,0.7666666666666667,2,9,51,34,5,5,0
1218,10676574,7,75.5,11.0,130.0,0.34872979214780603,0.050808314087759814,0.6004618937644342,1,72,90,239,13,5,0
1219,10817697,5,37.0,17.5,123.0,0.2084507042253521,0.09859154929577464,0.6929577464788732,3,80,102,358,18,5,0
1220,10803967,6,24.0,173.0,116.0,0.07667731629392971,0.5527156549520766,0.3706070287539936,2,41,50,58,10,5,1
1221,10813586,6,122.0,121.0,48.5,0.41852487135506006,0.41509433962264153,0.16638078902229847,2,34,34,83,12,4,1
1222,10804723,7,83.0,185.5,112.5,0.2178477690288714,0.4868766404199475,0.2952755905511811,1,41,74,43,9,6,1
1223,10884510,5,156.5,197.5,110.5,0.3369214208826695,0.4251883745963401,0.2378902045209903,2,52,36,36,12,7,0
1224,10803628,4,15.0,44.5,3.0,0.24,0.712,0.048,1,7,49,96,8,4,0
1225,10805029,3,52.0,191.0,262.0,0.10297029702970296,0.3782178217821782,0.5188118811881188,1,32,105,122,9,5,1
1226,A7402,3,0.0,27.0,42.0,0.0,0.391304347826087,0.6086956521739131,1,0,31,14,4,8,0
1227,10885486,1,8.0,289.5,63.5,0.0221606648199446,0.8019390581717452,0.17590027700831026,2,117,80,263,16,7,0
1228,M7187,2,28.5,6.5,6.25,0.6909090909090909,0.15757575757575756,0.15151515151515152,1,15,27,30,6,5,1
1229,10804828,4,37.5,61.5,29.0,0.29296875,0.48046875,0.2265625,1,47,79,83,8,5,1
1230,10835142,5,139.25,59.0,23.5,0.6279594137542277,0.266065388951522,0.10597519729425028,2,58,90,94,11,5,1
1231,10805231,5,28.0,225.0,292.0,0.05137614678899083,0.41284403669724773,0.5357798165137615,1,68,203,315,11,5,1
1232,10804867,7,158.75,590.0,137.0,0.17922664408693198,0.6661021732994638,0.1546711826136043,2,408,178,328,23,10,1
1233,10892485,6,51.5,17.0,75.0,0.3588850174216028,0.11846689895470383,0.5226480836236934,1,41,44,167,14,10,0
1234,10804699,7,395.0,177.5,13.0,0.6746370623398804,0.3031596925704526,0.02220324508966695,2,68,60,133,18,10,1
1235,10804740,11,225.0,791.5,632.25,0.13646702047005307,0.4800606520090978,0.38347232752084914,1,184,150,558,42,16,1
1236,A7212,6,57.0,334.0,105.75,0.11474584801207852,0.6723704076497232,0.2128837443381983,1,36,108,66,10,8,0
1237,M9509H,2,22.0,85.0,84.5,0.11488250652741515,0.44386422976501305,0.4412532637075718,2,9,7,30,11,8,0
1238,10804250,7,410.0,299.5,73.75,0.5234599425470795,0.3823811043728056,0.0941589530801149,1,46,52,234,21,12,1
1239,10804567,11,1371.75,3328.0,102.5,0.28564735280337344,0.6930084856057056,0.021344161590920924,4,432,198,345,34,16,1
1240,10852635,5,24.0,13.0,10.0,0.5106382978723404,0.2765957446808511,0.2127659574468085,1,14,59,47,7,4,0
1241,10804748,8,74.0,97.0,174.0,0.2144927536231884,0.2811594202898551,0.5043478260869565,2,65,92,125,16,4,1
1242,10803674,7,367.0,1354.75,195.0,0.19146993608973523,0.7067953567236207,0.10173470718664405,3,580,161,945,47,10,0
1243,10817488,5,57.0,86.5,222.0,0.15595075239398085,0.23666210670314639,0.6073871409028728,1,87,183,248,16,8,1
1244,10866237,3,253.5,150.0,190.0,0.42712721145745575,0.2527379949452401,0.3201347935973041,1,15,48,30,9,21,1
1245,10847789,8,554.0,357.25,71.5,0.5637242431951157,0.3635207326380056,0.07275502416687865,2,466,228,656,29,8,0
1246,10870002,8,196.5,408.0,257.5,0.22795823665893272,0.4733178654292343,0.29872389791183296,1,117,54,143,22,8,0
1247,10804069,9,413.75,629.75,211.0,0.32981267437225986,0.5019928258270228,0.1681944998007174,1,35,106,258,24,4,1
1248,10804491,2,10.0,143.5,184.75,0.029563932002956393,0.42424242424242425,0.5461936437546193,3,167,299,184,10,8,0
1249,10866625,7,763.25,120.0,27.0,0.8385059049711617,0.1318319143092557,0.029662180719582532,3,49,46,110,17,10,1
1250,A7909,6,321.0,62.0,48.0,0.7447795823665894,0.14385150812064965,0.11136890951276102,2,34,91,38,11,6,1
1251,10803580,6,218.0,190.0,100.5,0.4287118977384464,0.37364798426745327,0.1976401179941003,1,71,128,139,10,6,1
1252,10874844,4,0.0,20.0,52.0,0.0,0.2777777777777778,0.7222222222222222,1,24,81,103,7,4,0
1253,D6330,6,32.5,84.0,113.0,0.14161220043572983,0.3660130718954248,0.4923747276688453,1,62,38,66,13,8,1
1254,A7221,6,38.0,20.0,5.5,0.5984251968503937,0.31496062992125984,0.08661417322834646,2,20,46,180,15,6,1
1255,10805202,6,48.0,178.5,215.5,0.1085972850678733,0.40384615384615385,0.48755656108597284,2,40,60,165,18,6,0
1256,10814993,2,0.0,17.0,19.75,0.0,0.46258503401360546,0.5374149659863946,1,21,117,69,4,4,0
1257,10843255,2,4.0,0.0,8.0,0.3333333333333333,0.0,0.6666666666666666,1,1,19,58,4,4,0
1258,10876808,5,58.0,327.75,133.0,0.11180722891566265,0.6318072289156627,0.2563855421686747,1,88,115,155,12,4,0
1259,10887258,3,9.0,23.0,62.0,0.09574468085106383,0.24468085106382978,0.6595744680851063,2,40,63,29,6,5,0
1260,10853896,1,0.0,0.0,5.0,0.0,0.0,1.0,1,3,32,11,2,7,1
1261,10803654,5,406.25,945.75,66.5,0.2863940782516743,0.6667254141698978,0.04688050757842792,2,122,71,366,23,8,0
1262,10804400,7,1858.5,1114.5,870.5,0.48354364511512943,0.2899700793547548,0.22648627553011577,4,389,219,503,32,8,1
1263,10852800,4,39.25,0.0,4.0,0.9075144508670521,0.0,0.09248554913294797,5,6,59,48,7,5,0
1264,10804659,1,0.0,0.0,12.0,0.0,0.0,1.0,1,3,36,17,2,5,0
1265,10805185,6,51.0,59.0,87.0,0.25888324873096447,0.29949238578680204,0.4416243654822335,2,57,70,123,15,4,1
1266,10804502,5,22.5,71.0,317.0,0.05481120584652863,0.17295980511571254,0.7722289890377588,2,35,54,41,10,8,1
1267,10824053,5,76.25,561.75,192.5,0.09181216134858519,0.6763997591812161,0.23178807947019867,1,143,112,412,18,6,1
1268,10805227,2,0.0,390.0,400.0,0.0,0.4936708860759494,0.5063291139240507,1,10,70,34,4,4,1
1269,10804831,9,386.0,617.5,107.5,0.34743474347434744,0.5558055805580558,0.09675967596759676,2,60,32,85,35,13,1
1270,10840818,11,347.0,273.25,416.25,0.3347805113362277,0.2636275928605885,0.4015918958031838,6,136,90,427,44,10,1
1271,10804338,9,388.0,599.0,223.5,0.3205287071458075,0.4948368442792235,0.18463444857496902,5,70,59,276,31,9,1
1272,10803618,7,891.25,89.0,154.0,0.7857615164205423,0.07846594666078907,0.13577253691866872,3,81,95,340,20,9,1
1273,10805156,12,2223.75,2114.0,853.25,0.4283856675014448,0.40724330572144096,0.16437102677711424,7,807,210,868,68,10,1
1274,A7254,9,149.5,461.25,227.25,0.17840095465393796,0.5504176610978521,0.27118138424821003,1,74,87,381,25,11,1
1275,10805022,8,101.5,517.0,1915.0,0.04006315373988553,0.20406552200513123,0.7558713242549833,2,392,282,773,37,6,1
1276,10711219,7,367.5,457.25,104.25,0.39558665231431644,0.49219590958019377,0.11221743810548977,3,63,63,292,25,6,1
1277,10881648,5,950.5,629.0,80.5,0.5725903614457831,0.3789156626506024,0.048493975903614456,3,113,123,225,13,14,0
1278,10805036,7,175.5,745.5,1815.5,0.06413301662707839,0.27242828430476884,0.6634386990681528,1,371,312,467,24,6,0
1279,10803771,9,1124.5,485.5,91.0,0.6610817166372722,0.2854203409758965,0.053497942386831275,3,283,207,807,30,4,0
1280,10874820,2,0.0,24.0,12.0,0.0,0.6666666666666666,0.3333333333333333,1,0,34,20,3,4,0
1281,10803581,5,103.75,82.0,122.0,0.3371242891957758,0.26645004061738425,0.39642567018683994,1,188,321,215,8,5,0
1282,10840717,6,48.0,125.75,327.75,0.09571286141575275,0.2507477567298106,0.6535393818544367,1,270,442,531,18,9,0
1283,10868789,4,0.0,56.0,50.0,0.0,0.5283018867924528,0.4716981132075472,4,11,48,77,11,4,0
1284,10829809,1,0.0,0.0,0.5,0.0,0.0,1.0,1,1,51,3,1,6,1
1285,10856921,3,500.5,399.0,1109.0,0.24919093851132687,0.19865571321882,0.5521533482698531,3,62,130,53,10,5,0
1286,10843194,1,8.0,65.25,54.5,0.06262230919765166,0.5107632093933464,0.42661448140900193,1,67,139,336,12,6,1
1287,10803737,6,22.5,70.0,111.75,0.11015911872705018,0.3427172582619339,0.5471236230110159,1,54,76,206,18,7,1
1288,10774988,6,503.5,167.5,110.0,0.6446862996158771,0.21446862996158772,0.14084507042253522,2,99,121,93,14,7,1
1289,10805552,5,1652.5,4881.5,4369.5,0.15147348641092626,0.4474540538063156,0.40052248040698474,5,786,436,825,39,10,1
1290,10803919,6,23.75,48.0,37.25,0.21788990825688073,0.44036697247706424,0.34174311926605505,3,46,146,215,13,13,1
1291,H9168,10,1020.75,416.25,103.75,0.6625020282330034,0.27016063605386986,0.06733733571312672,5,305,161,745,43,9,1
1292,10804942,9,516.0,1491.0,511.0,0.20492454328832407,0.5921366163621922,0.20293884034948373,2,153,67,155,31,11,1
1293,A7011,6,45.75,127.25,214.5,0.11806451612903225,0.32838709677419353,0.5535483870967742,1,140,130,552,21,10,0
1294,A7601,6,28.0,69.25,27.0,0.22535211267605634,0.5573440643863179,0.21730382293762576,2,111,112,434,26,5,0
1295,10816858,6,427.75,96.75,7.25,0.8044193700047014,0.18194640338504936,0.013634226610249177,4,96,81,329,16,6,1
1296,10805151,3,14.0,37.0,5.0,0.25,0.6607142857142857,0.08928571428571429,1,26,81,56,6,4,0
1297,J6872,5,5.0,95.5,29.0,0.03861003861003861,0.7374517374517374,0.22393822393822393,3,17,51,90,10,6,1
1298,H9171,8,876.0,272.5,8.0,0.7574578469520103,0.2356247297881539,0.006917423259835711,3,90,95,298,24,8,1
1299,10781320,7,266.5,156.25,146.0,0.4685714285714286,0.27472527472527475,0.2567032967032967,2,228,171,634,16,12,0
1300,10839926,4,124.5,407.75,30.0,0.22143174744330812,0.7252112049799911,0.053357047576700754,2,490,394,326,16,6,1
1301,10826585,1,0.0,0.0,9.5,0.0,0.0,1.0,1,3,54,40,3,9,1
1302,10874846,8,116.0,356.5,201.0,0.17223459539717892,0.5293244246473645,0.2984409799554566,1,143,171,251,19,4,1
1303,10850050,5,34.0,66.0,12.0,0.30357142857142855,0.5892857142857143,0.10714285714285714,1,19,29,52,9,4,1
1304,B7018,2,0.0,0.0,12.0,0.0,0.0,1.0,2,2,21,17,3,4,0
1305,10896500,8,549.5,333.75,415.75,0.42301770592763666,0.2569284064665127,0.32005388760585063,5,246,213,360,19,4,1
1306,10803607,5,131.5,237.0,55.25,0.31032448377581123,0.5592920353982301,0.13038348082595871,3,107,147,293,17,4,1
1307,10805041,9,1798.5,3392.75,2276.0,0.24085171917372528,0.4543506645686163,0.30479761625765844,3,625,137,1636,83,13,1
1308,10803691,8,1176.5,3195.75,1628.75,0.19605065822362938,0.5325362439593401,0.2714130978170305,3,592,183,1538,63,6,0
1309,10803813,4,127.25,781.75,1075.5,0.06412194507432603,0.3939279415469892,0.5419501133786848,2,197,210,313,12,0,0
1310,10826556,11,353.25,771.0,66.0,0.29678638941398866,0.647763074984247,0.055450535601764335,2,413,174,558,31,4,0
1311,10824658,8,493.75,162.0,46.25,0.7033475783475783,0.23076923076923078,0.06588319088319089,3,107,95,171,17,7,0
1312,10803675,4,79.0,282.5,190.0,0.14324569356300998,0.5122393472348141,0.3445149592021759,2,171,127,196,22,8,0
1313,10842215,7,361.75,145.75,244.0,0.48137059214903527,0.19394544244843645,0.32468396540252825,1,102,168,472,23,6,1
1314,10854645,2,116.5,96.0,89.0,0.3864013266998342,0.31840796019900497,0.29519071310116085,1,15,45,33,5,4,1
1315,10881057,4,0.0,0.0,17.0,0.0,0.0,1.0,1,12,189,46,6,8,0
1316,10792232,7,52.75,88.75,195.0,0.15676077265973254,0.2637444279346211,0.5794947994056464,2,382,285,832,27,5,0
1317,10804579,10,380.5,2233.5,2605.0,0.07290668710480935,0.42795554703966276,0.4991377658555279,2,975,352,676,39,10,1
1318,10885610,3,0.0,22.0,30.0,0.0,0.4230769230769231,0.5769230769230769,1,0,16,11,4,8,0
1319,10844494,9,285.5,62.0,45.0,0.7273885350318471,0.15796178343949044,0.11464968152866242,4,43,23,86,20,14,1
1320,10831155,3,0.0,0.0,69.5,0.0,0.0,1.0,1,16,186,49,5,7,1
1321,H9164,8,223.5,637.25,175.0,0.21578566256335988,0.6152546463915037,0.16895969104513636,4,216,192,510,28,13,1
1322,D6328,6,107.5,28.5,327.5,0.2319309600862999,0.061488673139158574,0.7065803667745415,1,137,74,200,20,5,1
1323,10804624,6,549.5,617.0,863.75,0.27065632311291715,0.3039034601650043,0.42544021672207855,2,76,89,67,16,9,0
1324,10805164,10,976.0,630.5,104.75,0.5703433162892623,0.36844411979547115,0.06121256391526662,2,111,81,591,45,10,1
1325,10754504,5,106.5,278.75,155.5,0.19694868238557559,0.5154877484974573,0.2875635691169672,2,132,106,355,17,9,1
1326,10804562,6,221.0,239.5,5.75,0.4739946380697051,0.5136729222520108,0.012332439678284183,2,146,119,139,15,8,1
1327,B7210,2,0.0,0.0,265.0,0.0,0.0,1.0,1,0,88,7,2,6,0
1328,10844685,5,26.0,13.0,13.0,0.5,0.25,0.25,1,4,19,39,7,4,0
1329,10801100,7,114.75,150.0,127.75,0.29235668789808916,0.3821656050955414,0.3254777070063694,2,47,54,246,18,5,1
1330,10837110,7,83.75,53.0,50.0,0.4484605087014726,0.2838018741633199,0.2677376171352075,2,37,59,114,15,5,0
1331,10848658,3,0.0,338.0,186.0,0.0,0.6450381679389313,0.3549618320610687,2,21,151,39,5,4,1
1332,10803738,5,5.75,57.75,19.0,0.0696969696969697,0.7,0.23030303030303031,1,18,60,72,8,6,0
1333,10803540,1,0.0,5.0,29.5,0.0,0.14492753623188406,0.855072463768116,1,59,228,310,6,4,1
1334,10834227,5,173.25,147.5,10.75,0.5226244343891403,0.444947209653092,0.032428355957767725,2,181,134,381,19,7,0
1335,10803637,9,448.0,575.5,28.25,0.4259567387687188,0.5471832659852627,0.02685999524601854,2,105,94,228,21,5,0
1336,10878350,5,130.75,348.25,309.75,0.16576862123613312,0.4415213946117274,0.3927099841521395,1,166,73,313,30,13,1
1337,10804830,4,0.0,73.0,79.5,0.0,0.4786885245901639,0.521311475409836,1,18,89,24,4,4,1
1338,10804911,3,0.0,57.0,37.0,0.0,0.6063829787234043,0.39361702127659576,1,5,60,68,8,4,1
1339,10805126,3,60.0,4.25,92.0,0.384,0.0272,0.5888,2,148,310,109,8,7,0
1340,10804283,2,0.0,70.0,6.0,0.0,0.9210526315789473,0.07894736842105263,1,41,63,172,13,4,0
1341,10851146,8,259.75,347.0,51.0,0.39490687951349296,0.5275560623337134,0.07753705815279362,1,44,37,130,18,8,1
1342,10803923,5,72.25,304.5,78.0,0.1588785046728972,0.6695986805937328,0.17152281473336997,2,36,90,152,13,11,1
1343,10804663,5,171.5,291.0,62.0,0.32697807435653004,0.5548141086749285,0.11820781696854146,2,49,41,115,14,7,1
1344,10803599,9,541.75,336.75,209.0,0.4981609195402299,0.3096551724137931,0.19218390804597701,4,160,108,184,20,4,1
1345,10804508,5,79.25,374.5,156.0,0.12997129971299712,0.6141861418614186,0.25584255842558423,1,63,59,102,16,9,0
